GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALXZE001,NAME_M,ALXZM001
"G4701270","2015-2019","TN",,,"Tennessee","47","Moore County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47127",,,"Moore County, Tennessee",69055,"Moore County, Tennessee",5211
"G4701290","2015-2019","TN",,,"Tennessee","47","Morgan County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47129",,,"Morgan County, Tennessee",49487,"Morgan County, Tennessee",5518
"G4701310","2015-2019","TN",,,"Tennessee","47","Obion County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47131",,,"Obion County, Tennessee",51195,"Obion County, Tennessee",3448
"G4701330","2015-2019","TN",,,"Tennessee","47","Overton County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47133",,,"Overton County, Tennessee",53125,"Overton County, Tennessee",6252
"G4701350","2015-2019","TN",,,"Tennessee","47","Perry County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47135",,,"Perry County, Tennessee",51474,"Perry County, Tennessee",5463
"G4701370","2015-2019","TN",,,"Tennessee","47","Pickett County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47137",,,"Pickett County, Tennessee",46083,"Pickett County, Tennessee",8334
"G4701390","2015-2019","TN",,,"Tennessee","47","Polk County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47139",,,"Polk County, Tennessee",54591,"Polk County, Tennessee",4190
"G4701410","2015-2019","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47141",,,"Putnam County, Tennessee",57391,"Putnam County, Tennessee",2539
"G4701430","2015-2019","TN",,,"Tennessee","47","Rhea County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47143",,,"Rhea County, Tennessee",56978,"Rhea County, Tennessee",5419
"G4701450","2015-2019","TN",,,"Tennessee","47","Roane County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47145",,,"Roane County, Tennessee",69808,"Roane County, Tennessee",4014
"G4701470","2015-2019","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47147",,,"Robertson County, Tennessee",71393,"Robertson County, Tennessee",2174
"G4701490","2015-2019","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47149",,,"Rutherford County, Tennessee",79582,"Rutherford County, Tennessee",1444
"G4701510","2015-2019","TN",,,"Tennessee","47","Scott County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47151",,,"Scott County, Tennessee",44837,"Scott County, Tennessee",6788
"G4701530","2015-2019","TN",,,"Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47153",,,"Sequatchie County, Tennessee",59397,"Sequatchie County, Tennessee",6327
"G4701550","2015-2019","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47155",,,"Sevier County, Tennessee",58230,"Sevier County, Tennessee",2404
"G4701570","2015-2019","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47157",,,"Shelby County, Tennessee",65547,"Shelby County, Tennessee",1067
"G4701590","2015-2019","TN",,,"Tennessee","47","Smith County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47159",,,"Smith County, Tennessee",60450,"Smith County, Tennessee",6434
"G4701610","2015-2019","TN",,,"Tennessee","47","Stewart County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47161",,,"Stewart County, Tennessee",58093,"Stewart County, Tennessee",6683
"G4701630","2015-2019","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47163",,,"Sullivan County, Tennessee",59640,"Sullivan County, Tennessee",1882
"G4701650","2015-2019","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47165",,,"Sumner County, Tennessee",80595,"Sumner County, Tennessee",1803
"G4701670","2015-2019","TN",,,"Tennessee","47","Tipton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47167",,,"Tipton County, Tennessee",69214,"Tipton County, Tennessee",3196
"G4701690","2015-2019","TN",,,"Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47169",,,"Trousdale County, Tennessee",59233,"Trousdale County, Tennessee",20189
"G4701710","2015-2019","TN",,,"Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47171",,,"Unicoi County, Tennessee",49796,"Unicoi County, Tennessee",4947
"G4701730","2015-2019","TN",,,"Tennessee","47","Union County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47173",,,"Union County, Tennessee",52617,"Union County, Tennessee",5653
"G4701750","2015-2019","TN",,,"Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47175",,,"Van Buren County, Tennessee",52319,"Van Buren County, Tennessee",5890
"G4701770","2015-2019","TN",,,"Tennessee","47","Warren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47177",,,"Warren County, Tennessee",52325,"Warren County, Tennessee",1898
"G4701790","2015-2019","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47179",,,"Washington County, Tennessee",65662,"Washington County, Tennessee",2636
"G4701810","2015-2019","TN",,,"Tennessee","47","Wayne County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47181",,,"Wayne County, Tennessee",51914,"Wayne County, Tennessee",8066
"G4701830","2015-2019","TN",,,"Tennessee","47","Weakley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47183",,,"Weakley County, Tennessee",53802,"Weakley County, Tennessee",3229
"G4701850","2015-2019","TN",,,"Tennessee","47","White County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47185",,,"White County, Tennessee",50929,"White County, Tennessee",2726
"G4701870","2015-2019","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47187",,,"Williamson County, Tennessee",126774,"Williamson County, Tennessee",1918
"G4701890","2015-2019","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47189",,,"Wilson County, Tennessee",87423,"Wilson County, Tennessee",3294
"G4800010","2015-2019","TX",,,"Texas","48","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48001",,,"Anderson County, Texas",53519,"Anderson County, Texas",2868
"G4800030","2015-2019","TX",,,"Texas","48","Andrews County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48003",,,"Andrews County, Texas",83799,"Andrews County, Texas",10625
"G4800050","2015-2019","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48005",,,"Angelina County, Texas",57524,"Angelina County, Texas",1902
"G4800070","2015-2019","TX",,,"Texas","48","Aransas County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48007",,,"Aransas County, Texas",58299,"Aransas County, Texas",8419
"G4800090","2015-2019","TX",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48009",,,"Archer County, Texas",83672,"Archer County, Texas",6201
"G4800110","2015-2019","TX",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48011",,,"Armstrong County, Texas",79479,"Armstrong County, Texas",15111
"G4800130","2015-2019","TX",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48013",,,"Atascosa County, Texas",60968,"Atascosa County, Texas",3609
"G4800150","2015-2019","TX",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48015",,,"Austin County, Texas",78195,"Austin County, Texas",5889
"G4800170","2015-2019","TX",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48017",,,"Bailey County, Texas",62517,"Bailey County, Texas",7319
"G4800190","2015-2019","TX",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48019",,,"Bandera County, Texas",67216,"Bandera County, Texas",6768
