GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALXZE001,NAME_M,ALXZM001
"G2902150","2015-2019","MO",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29215",,,"Texas County, Missouri",46410,"Texas County, Missouri",5062
"G2902170","2015-2019","MO",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29217",,,"Vernon County, Missouri",53735,"Vernon County, Missouri",3265
"G2902190","2015-2019","MO",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29219",,,"Warren County, Missouri",68807,"Warren County, Missouri",4952
"G2902210","2015-2019","MO",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29221",,,"Washington County, Missouri",49921,"Washington County, Missouri",4851
"G2902230","2015-2019","MO",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29223",,,"Wayne County, Missouri",42946,"Wayne County, Missouri",2985
"G2902250","2015-2019","MO",,,"Missouri","29","Webster County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29225",,,"Webster County, Missouri",58488,"Webster County, Missouri",2535
"G2902270","2015-2019","MO",,,"Missouri","29","Worth County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29227",,,"Worth County, Missouri",61277,"Worth County, Missouri",2320
"G2902290","2015-2019","MO",,,"Missouri","29","Wright County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29229",,,"Wright County, Missouri",42734,"Wright County, Missouri",3427
"G2905100","2015-2019","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US29510",,,"St. Louis city, Missouri",57639,"St. Louis city, Missouri",1740
"G3000010","2015-2019","MT",,,"Montana","30","Beaverhead County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30001",,,"Beaverhead County, Montana",71033,"Beaverhead County, Montana",5337
"G3000030","2015-2019","MT",,,"Montana","30","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30003",,,"Big Horn County, Montana",55205,"Big Horn County, Montana",5065
"G3000050","2015-2019","MT",,,"Montana","30","Blaine County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30005",,,"Blaine County, Montana",48828,"Blaine County, Montana",5156
"G3000070","2015-2019","MT",,,"Montana","30","Broadwater County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30007",,,"Broadwater County, Montana",73946,"Broadwater County, Montana",8976
"G3000090","2015-2019","MT",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30009",,,"Carbon County, Montana",74000,"Carbon County, Montana",6199
"G3000110","2015-2019","MT",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30011",,,"Carter County, Montana",61000,"Carter County, Montana",13099
"G3000130","2015-2019","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30013",,,"Cascade County, Montana",64409,"Cascade County, Montana",2495
"G3000150","2015-2019","MT",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30015",,,"Chouteau County, Montana",53723,"Chouteau County, Montana",5145
"G3000170","2015-2019","MT",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30017",,,"Custer County, Montana",73245,"Custer County, Montana",7229
"G3000190","2015-2019","MT",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30019",,,"Daniels County, Montana",76450,"Daniels County, Montana",10917
"G3000210","2015-2019","MT",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30021",,,"Dawson County, Montana",70083,"Dawson County, Montana",9217
"G3000230","2015-2019","MT",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30023",,,"Deer Lodge County, Montana",50769,"Deer Lodge County, Montana",5642
"G3000250","2015-2019","MT",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30025",,,"Fallon County, Montana",94688,"Fallon County, Montana",18328
"G3000270","2015-2019","MT",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30027",,,"Fergus County, Montana",59479,"Fergus County, Montana",4605
"G3000290","2015-2019","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30029",,,"Flathead County, Montana",70348,"Flathead County, Montana",2567
"G3000310","2015-2019","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30031",,,"Gallatin County, Montana",88890,"Gallatin County, Montana",2356
"G3000330","2015-2019","MT",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30033",,,"Garfield County, Montana",58542,"Garfield County, Montana",12208
"G3000350","2015-2019","MT",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30035",,,"Glacier County, Montana",47979,"Glacier County, Montana",5708
"G3000370","2015-2019","MT",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30037",,,"Golden Valley County, Montana",52019,"Golden Valley County, Montana",6780
"G3000390","2015-2019","MT",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30039",,,"Granite County, Montana",60658,"Granite County, Montana",6465
"G3000410","2015-2019","MT",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30041",,,"Hill County, Montana",62010,"Hill County, Montana",3945
"G3000430","2015-2019","MT",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30043",,,"Jefferson County, Montana",81464,"Jefferson County, Montana",3402
"G3000450","2015-2019","MT",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30045",,,"Judith Basin County, Montana",58063,"Judith Basin County, Montana",2939
"G3000470","2015-2019","MT",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30047",,,"Lake County, Montana",57838,"Lake County, Montana",3288
"G3000490","2015-2019","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30049",,,"Lewis and Clark County, Montana",85982,"Lewis and Clark County, Montana",3371
"G3000510","2015-2019","MT",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30051",,,"Liberty County, Montana",61136,"Liberty County, Montana",18229
"G3000530","2015-2019","MT",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30053",,,"Lincoln County, Montana",50491,"Lincoln County, Montana",4498
"G3000550","2015-2019","MT",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30055",,,"McCone County, Montana",62500,"McCone County, Montana",9175
"G3000570","2015-2019","MT",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30057",,,"Madison County, Montana",65350,"Madison County, Montana",3407
"G3000590","2015-2019","MT",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30059",,,"Meagher County, Montana",52917,"Meagher County, Montana",10832
"G3000610","2015-2019","MT",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30061",,,"Mineral County, Montana",51325,"Mineral County, Montana",4450
"G3000630","2015-2019","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30063",,,"Missoula County, Montana",73643,"Missoula County, Montana",3972
"G3000650","2015-2019","MT",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30065",,,"Musselshell County, Montana",52396,"Musselshell County, Montana",5004
"G3000670","2015-2019","MT",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30067",,,"Park County, Montana",74420,"Park County, Montana",4805
"G3000690","2015-2019","MT",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30069",,,"Petroleum County, Montana",64583,"Petroleum County, Montana",13505
"G3000710","2015-2019","MT",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30071",,,"Phillips County, Montana",59293,"Phillips County, Montana",7286
"G3000730","2015-2019","MT",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30073",,,"Pondera County, Montana",64514,"Pondera County, Montana",7092
"G3000750","2015-2019","MT",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30075",,,"Powder River County, Montana",61522,"Powder River County, Montana",5635
"G3000770","2015-2019","MT",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30077",,,"Powell County, Montana",67944,"Powell County, Montana",5425
"G3000790","2015-2019","MT",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30079",,,"Prairie County, Montana",62262,"Prairie County, Montana",7940
"G3000810","2015-2019","MT",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30081",,,"Ravalli County, Montana",66236,"Ravalli County, Montana",2564
"G3000830","2015-2019","MT",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30083",,,"Richland County, Montana",86250,"Richland County, Montana",8757
"G3000850","2015-2019","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30085",,,"Roosevelt County, Montana",51658,"Roosevelt County, Montana",6920
"G3000870","2015-2019","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30087",,,"Rosebud County, Montana",69583,"Rosebud County, Montana",7553
"G3000890","2015-2019","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30089",,,"Sanders County, Montana",50250,"Sanders County, Montana",4689
"G3000910","2015-2019","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30091",,,"Sheridan County, Montana",72321,"Sheridan County, Montana",7506
"G3000930","2015-2019","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30093",,,"Silver Bow County, Montana",65697,"Silver Bow County, Montana",3872
"G3000950","2015-2019","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30095",,,"Stillwater County, Montana",80238,"Stillwater County, Montana",7922
"G3000970","2015-2019","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30097",,,"Sweet Grass County, Montana",67906,"Sweet Grass County, Montana",8340
"G3000990","2015-2019","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30099",,,"Teton County, Montana",64470,"Teton County, Montana",3708
"G3001010","2015-2019","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30101",,,"Toole County, Montana",63679,"Toole County, Montana",4352
"G3001030","2015-2019","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30103",,,"Treasure County, Montana",55469,"Treasure County, Montana",10378
"G3001050","2015-2019","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30105",,,"Valley County, Montana",68309,"Valley County, Montana",5649
"G3001070","2015-2019","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30107",,,"Wheatland County, Montana",49375,"Wheatland County, Montana",11410
"G3001090","2015-2019","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30109",,,"Wibaux County, Montana",68750,"Wibaux County, Montana",23559
"G3001110","2015-2019","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30111",,,"Yellowstone County, Montana",77466,"Yellowstone County, Montana",1738
"G3100010","2015-2019","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31001",,,"Adams County, Nebraska",70688,"Adams County, Nebraska",3799
"G3100030","2015-2019","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31003",,,"Antelope County, Nebraska",63967,"Antelope County, Nebraska",6777
"G3100050","2015-2019","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31005",,,"Arthur County, Nebraska",67656,"Arthur County, Nebraska",29086
"G3100070","2015-2019","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31007",,,"Banner County, Nebraska",59219,"Banner County, Nebraska",8101
"G3100090","2015-2019","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31009",,,"Blaine County, Nebraska",54250,"Blaine County, Nebraska",2629
"G3100110","2015-2019","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31011",,,"Boone County, Nebraska",68142,"Boone County, Nebraska",7702
"G3100130","2015-2019","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31013",,,"Box Butte County, Nebraska",72721,"Box Butte County, Nebraska",8169
"G3100150","2015-2019","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31015",,,"Boyd County, Nebraska",66250,"Boyd County, Nebraska",9704
"G3100170","2015-2019","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31017",,,"Brown County, Nebraska",61146,"Brown County, Nebraska",5817
"G3100190","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31019",,,"Buffalo County, Nebraska",79760,"Buffalo County, Nebraska",4815
"G3100210","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31021",,,"Burt County, Nebraska",70625,"Burt County, Nebraska",3793
"G3100230","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31023",,,"Butler County, Nebraska",76674,"Butler County, Nebraska",6982
"G3100250","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31025",,,"Cass County, Nebraska",88229,"Cass County, Nebraska",3535
"G3100270","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31027",,,"Cedar County, Nebraska",75346,"Cedar County, Nebraska",2217
"G3100290","2015-2019","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31029",,,"Chase County, Nebraska",64239,"Chase County, Nebraska",2789
"G3100310","2015-2019","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31031",,,"Cherry County, Nebraska",64434,"Cherry County, Nebraska",2493
"G3100330","2015-2019","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31033",,,"Cheyenne County, Nebraska",74095,"Cheyenne County, Nebraska",7194
"G3100350","2015-2019","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31035",,,"Clay County, Nebraska",71803,"Clay County, Nebraska",2907
"G3100370","2015-2019","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31037",,,"Colfax County, Nebraska",67464,"Colfax County, Nebraska",5822
"G3100390","2015-2019","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31039",,,"Cuming County, Nebraska",73154,"Cuming County, Nebraska",4859
"G3100410","2015-2019","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041",,,"Custer County, Nebraska",59352,"Custer County, Nebraska",5844
"G3100430","2015-2019","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043",,,"Dakota County, Nebraska",67759,"Dakota County, Nebraska",7176
"G3100450","2015-2019","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045",,,"Dawes County, Nebraska",71750,"Dawes County, Nebraska",5920
"G3100470","2015-2019","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047",,,"Dawson County, Nebraska",62454,"Dawson County, Nebraska",3473
"G3100490","2015-2019","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",57000,"Deuel County, Nebraska",11050
"G3100510","2015-2019","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",72708,"Dixon County, Nebraska",6096
"G3100530","2015-2019","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",66765,"Dodge County, Nebraska",4279
"G3100550","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055",,,"Douglas County, Nebraska",84036,"Douglas County, Nebraska",1423
"G3100570","2015-2019","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057",,,"Dundy County, Nebraska",55982,"Dundy County, Nebraska",14686
"G3100590","2015-2019","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059",,,"Fillmore County, Nebraska",81222,"Fillmore County, Nebraska",5795
"G3100610","2015-2019","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061",,,"Franklin County, Nebraska",62292,"Franklin County, Nebraska",5503
"G3100630","2015-2019","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063",,,"Frontier County, Nebraska",67102,"Frontier County, Nebraska",6134
"G3100650","2015-2019","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065",,,"Furnas County, Nebraska",63917,"Furnas County, Nebraska",4706
"G3100670","2015-2019","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067",,,"Gage County, Nebraska",72864,"Gage County, Nebraska",3282
"G3100690","2015-2019","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069",,,"Garden County, Nebraska",57386,"Garden County, Nebraska",7145
"G3100710","2015-2019","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071",,,"Garfield County, Nebraska",60921,"Garfield County, Nebraska",4168
"G3100730","2015-2019","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073",,,"Gosper County, Nebraska",80833,"Gosper County, Nebraska",11348
"G3100750","2015-2019","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075",,,"Grant County, Nebraska",62000,"Grant County, Nebraska",7247
"G3100770","2015-2019","NE",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31077",,,"Greeley County, Nebraska",61125,"Greeley County, Nebraska",6101
"G3100790","2015-2019","NE",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31079",,,"Hall County, Nebraska",69435,"Hall County, Nebraska",4064
"G3100810","2015-2019","NE",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31081",,,"Hamilton County, Nebraska",77679,"Hamilton County, Nebraska",5397
"G3100830","2015-2019","NE",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31083",,,"Harlan County, Nebraska",70048,"Harlan County, Nebraska",5486
"G3100850","2015-2019","NE",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31085",,,"Hayes County, Nebraska",67734,"Hayes County, Nebraska",6990
"G3100870","2015-2019","NE",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31087",,,"Hitchcock County, Nebraska",65469,"Hitchcock County, Nebraska",8200
"G3100890","2015-2019","NE",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31089",,,"Holt County, Nebraska",73214,"Holt County, Nebraska",5988
"G3100910","2015-2019","NE",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31091",,,"Hooker County, Nebraska",61250,"Hooker County, Nebraska",10825
"G3100930","2015-2019","NE",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31093",,,"Howard County, Nebraska",73902,"Howard County, Nebraska",5193
"G3100950","2015-2019","NE",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31095",,,"Jefferson County, Nebraska",58441,"Jefferson County, Nebraska",2615
"G3100970","2015-2019","NE",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31097",,,"Johnson County, Nebraska",66063,"Johnson County, Nebraska",5679
"G3100990","2015-2019","NE",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31099",,,"Kearney County, Nebraska",78254,"Kearney County, Nebraska",6099
"G3101010","2015-2019","NE",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31101",,,"Keith County, Nebraska",66333,"Keith County, Nebraska",4711
