GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA,B69AB,B69AC,B69AAM,B69ABM,B69ACM
G2500210,2000,Massachusetts,25,250,Norfolk County,21,210,Norfolk County,11956,246212,194349,,,
G2500230,2000,Massachusetts,25,250,Plymouth County,23,230,Plymouth County,10332,215571,86780,,,
G2500250,2000,Massachusetts,25,250,Suffolk County,25,250,Suffolk County,42324,259270,144910,,,
G2500270,2000,Massachusetts,25,250,Worcester County,27,270,Worcester County,28826,333537,133505,,,
G2600010,2000,Michigan,26,260,Alcona County,1,10,Alcona County,504,7477,977,,,
G2600030,2000,Michigan,26,260,Alger County,3,30,Alger County,428,5689,1052,,,
G2600050,2000,Michigan,26,260,Allegan County,5,50,Allegan County,4015,52315,10595,,,
G2600070,2000,Michigan,26,260,Alpena County,7,70,Alpena County,1577,17005,2817,,,
G2600090,2000,Michigan,26,260,Antrim County,9,90,Antrim County,536,12387,3102,,,
G2600110,2000,Michigan,26,260,Arenac County,11,110,Arenac County,900,9890,1078,,,
G2600130,2000,Michigan,26,260,Baraga County,13,130,Baraga County,397,5033,667,,,
G2600150,2000,Michigan,26,260,Barry County,15,150,Barry County,1105,30555,5472,,,
G2600170,2000,Michigan,26,260,Bay County,17,170,Bay County,4522,59109,10515,,,
G2600190,2000,Michigan,26,260,Benzie County,19,190,Benzie County,393,8632,2258,,,
G2600210,2000,Michigan,26,260,Berrien County,21,210,Berrien County,6065,79695,20930,,,
G2600230,2000,Michigan,26,260,Branch County,23,230,Branch County,2039,25040,3221,,,
G2600250,2000,Michigan,26,260,Calhoun County,25,250,Calhoun County,3935,71763,14439,,,
G2600270,2000,Michigan,26,260,Cass County,27,270,Cass County,1738,28410,4138,,,
G2600290,2000,Michigan,26,260,Charlevoix County,29,290,Charlevoix County,675,13374,3479,,,
G2600310,2000,Michigan,26,260,Cheboygan County,31,310,Cheboygan County,1041,14932,2589,,,
G2600330,2000,Michigan,26,260,Chippewa County,33,330,Chippewa County,1298,20539,3846,,,
G2600350,2000,Michigan,26,260,Clare County,35,350,Clare County,1368,18082,1883,,,
G2600370,2000,Michigan,26,260,Clinton County,37,370,Clinton County,1577,31400,8887,,,
G2600390,2000,Michigan,26,260,Crawford County,39,390,Crawford County,436,8157,1278,,,
G2600410,2000,Michigan,26,260,Delta County,41,410,Delta County,1271,20588,4503,,,
G2600430,2000,Michigan,26,260,Dickinson County,43,430,Dickinson County,573,15120,3138,,,
G2600450,2000,Michigan,26,260,Eaton County,45,450,Eaton County,1800,50684,14560,,,
G2600470,2000,Michigan,26,260,Emmet County,47,470,Emmet County,667,15029,5562,,,
G2600490,2000,Michigan,26,260,Genesee County,49,490,Genesee County,10917,221684,45059,,,
G2600510,2000,Michigan,26,260,Gladwin County,51,510,Gladwin County,1236,15391,1681,,,
G2600530,2000,Michigan,26,260,Gogebic County,53,530,Gogebic County,549,9815,1947,,,
G2600550,2000,Michigan,26,260,Grand Traverse County,55,550,Grand Traverse County,1487,36794,13520,,,
G2600570,2000,Michigan,26,260,Gratiot County,57,570,Gratiot County,1447,22347,3528,,,
G2600590,2000,Michigan,26,260,Hillsdale County,59,590,Hillsdale County,1601,24435,3559,,,
G2600610,2000,Michigan,26,260,Houghton County,61,610,Houghton County,1102,15251,4880,,,
G2600630,2000,Michigan,26,260,Huron County,63,630,Huron County,2422,19814,2718,,,
G2600650,2000,Michigan,26,260,Ingham County,65,650,Ingham County,5360,103859,53690,,,
G2600670,2000,Michigan,26,260,Ionia County,67,670,Ionia County,1756,32004,4075,,,
G2600690,2000,Michigan,26,260,Iosco County,69,690,Iosco County,1053,16484,2227,,,
G2600710,2000,Michigan,26,260,Iron County,71,710,Iron County,406,7938,1326,,,
G2600730,2000,Michigan,26,260,Isabella County,73,730,Isabella County,1579,22521,7577,,,
G2600750,2000,Michigan,26,260,Jackson County,75,750,Jackson County,3665,84163,17052,,,
G2600770,2000,Michigan,26,260,Kalamazoo County,77,770,Kalamazoo County,4307,95499,45189,,,
G2600790,2000,Michigan,26,260,Kalkaska County,79,790,Kalkaska County,540,9455,1078,,,
G2600810,2000,Michigan,26,260,Kent County,81,810,Kent County,16001,245036,90838,,,
G2600830,2000,Michigan,26,260,Keweenaw County,83,830,Keweenaw County,93,1229,312,,,
G2600850,2000,Michigan,26,260,Lake County,85,850,Lake County,556,6783,625,,,
G2600870,2000,Michigan,26,260,Lapeer County,87,870,Lapeer County,2189,47083,7182,,,
G2600890,2000,Michigan,26,260,Leelanau County,89,890,Leelanau County,404,9745,4636,,,
G2600910,2000,Michigan,26,260,Lenawee County,91,910,Lenawee County,3173,50676,10462,,,
G2600930,2000,Michigan,26,260,Livingston County,93,930,Livingston County,1701,71140,28540,,,
G2600950,2000,Michigan,26,260,Luce County,95,950,Luce County,374,3973,580,,,
G2600970,2000,Michigan,26,260,Mackinac County,97,970,Mackinac County,478,6829,1281,,,
G2600990,2000,Michigan,26,260,Macomb County,99,990,Macomb County,25755,415936,94145,,,
G2601010,2000,Michigan,26,260,Manistee County,101,1010,Manistee County,867,13982,2449,,,
G2601030,2000,Michigan,26,260,Marquette County,103,1030,Marquette County,1559,30432,9943,,,
G2601050,2000,Michigan,26,260,Mason County,105,1050,Mason County,1009,15354,3086,,,
G2601070,2000,Michigan,26,260,Mecosta County,107,1070,Mecosta County,1207,17655,4452,,,
G2601090,2000,Michigan,26,260,Menominee County,109,1090,Menominee County,1014,14425,1903,,,
G2601110,2000,Michigan,26,260,Midland County,111,1110,Midland County,1745,36099,15653,,,
G2601130,2000,Michigan,26,260,Missaukee County,113,1130,Missaukee County,563,7938,965,,,
G2601150,2000,Michigan,26,260,Monroe County,115,1150,Monroe County,4466,76292,13523,,,
G2601170,2000,Michigan,26,260,Montcalm County,117,1170,Montcalm County,2115,33167,4278,,,
G2601190,2000,Michigan,26,260,Montmorency County,119,1190,Montmorency County,512,6467,625,,,
G2601210,2000,Michigan,26,260,Muskegon County,121,1210,Muskegon County,5193,88378,15090,,,
G2601230,2000,Michigan,26,260,Newaygo County,123,1230,Newaygo County,2011,24861,3457,,,
G2601250,2000,Michigan,26,260,Oakland County,125,1250,Oakland County,23921,475266,308723,,,
G2601270,2000,Michigan,26,260,Oceana County,127,1270,Oceana County,1313,13664,2157,,,
G2601290,2000,Michigan,26,260,Ogemaw County,129,1290,Ogemaw County,1057,12681,1453,,,
G2601310,2000,Michigan,26,260,Ontonagon County,131,1310,Ontonagon County,378,4755,766,,,
G2601330,2000,Michigan,26,260,Osceola County,133,1330,Osceola County,852,12483,1698,,,
G2601350,2000,Michigan,26,260,Oscoda County,135,1350,Oscoda County,531,5646,539,,,
G2601370,2000,Michigan,26,260,Otsego County,137,1370,Otsego County,585,12192,2691,,,
G2601390,2000,Michigan,26,260,Ottawa County,139,1390,Ottawa County,7349,97687,36834,,,
G2601410,2000,Michigan,26,260,Presque Isle County,141,1410,Presque Isle County,958,8304,1201,,,
G2601430,2000,Michigan,26,260,Roscommon County,143,1430,Roscommon County,838,16030,2062,,,
G2601450,2000,Michigan,26,260,Saginaw County,145,1450,Saginaw County,6979,106721,21498,,,
G2601470,2000,Michigan,26,260,St. Clair County,147,1470,St. Clair County,4546,89513,13524,,,
G2601490,2000,Michigan,26,260,St. Joseph County,149,1490,St. Joseph County,2770,31963,5074,,,
G2601510,2000,Michigan,26,260,Sanilac County,151,1510,Sanilac County,1841,24441,2915,,,
G2601530,2000,Michigan,26,260,Schoolcraft County,153,1530,Schoolcraft County,357,5205,710,,,
G2601550,2000,Michigan,26,260,Shiawassee County,155,1550,Shiawassee County,1821,38342,6394,,,
G2601570,2000,Michigan,26,260,Tuscola County,157,1570,Tuscola County,2217,31662,4019,,,
G2601590,2000,Michigan,26,260,Van Buren County,159,1590,Van Buren County,3519,38398,7003,,,
G2601610,2000,Michigan,26,260,Washtenaw County,161,1610,Washtenaw County,4673,97715,95026,,,
G2601630,2000,Michigan,26,260,Wayne County,163,1630,Wayne County,80328,1000168,224792,,,
G2601650,2000,Michigan,26,260,Wexford County,165,1650,Wexford County,909,15993,3063,,,
G2700010,2000,Minnesota,27,270,Aitkin County,1,10,Aitkin County,778,9212,1273,,,
G2700030,2000,Minnesota,27,270,Anoka County,3,30,Anoka County,4152,143143,39827,,,
G2700050,2000,Minnesota,27,270,Becker County,5,50,Becker County,1494,15024,3316,,,
G2700070,2000,Minnesota,27,270,Beltrami County,7,70,Beltrami County,1375,16027,5346,,,
G2700090,2000,Minnesota,27,270,Benton County,9,90,Benton County,1577,15639,3573,,,
G2700110,2000,Minnesota,27,270,Big Stone County,11,110,Big Stone County,467,3123,460,,,
G2700130,2000,Minnesota,27,270,Blue Earth County,13,130,Blue Earth County,1701,21542,8441,,,
G2700150,2000,Minnesota,27,270,Brown County,15,150,Brown County,1870,12724,2891,,,
G2700170,2000,Minnesota,27,270,Carlton County,17,170,Carlton County,1215,16859,3164,,,
G2700190,2000,Minnesota,27,270,Carver County,19,190,Carver County,1641,26757,14820,,,
G2700210,2000,Minnesota,27,270,Cass County,21,210,Cass County,945,14674,3102,,,
G2700230,2000,Minnesota,27,270,Chippewa County,23,230,Chippewa County,896,6719,1204,,,
G2700250,2000,Minnesota,27,270,Chisago County,25,250,Chisago County,970,20939,3950,,,
G2700270,2000,Minnesota,27,270,Clay County,27,270,Clay County,2009,20258,7313,,,
G2700290,2000,Minnesota,27,270,Clearwater County,29,290,Clearwater County,697,4059,820,,,
G2700310,2000,Minnesota,27,270,Cook County,31,310,Cook County,127,2623,1114,,,
G2700330,2000,Minnesota,27,270,Cottonwood County,33,330,Cottonwood County,907,6248,1189,,,
G2700350,2000,Minnesota,27,270,Crow Wing County,35,350,Crow Wing County,1905,28348,6839,,,
G2700370,2000,Minnesota,27,270,Dakota County,37,370,Dakota County,5272,140776,78265,,,
G2700390,2000,Minnesota,27,270,Dodge County,39,390,Dodge County,639,8471,1879,,,
G2700410,2000,Minnesota,27,270,Douglas County,41,410,Douglas County,1653,16499,3809,,,
G2700430,2000,Minnesota,27,270,Faribault County,43,430,Faribault County,913,8676,1539,,,
G2700450,2000,Minnesota,27,270,Fillmore County,45,450,Fillmore County,1466,10521,2129,,,
G2700470,2000,Minnesota,27,270,Freeborn County,47,470,Freeborn County,1961,17540,2862,,,
G2700490,2000,Minnesota,27,270,Goodhue County,49,490,Goodhue County,1746,21827,5554,,,
G2700510,2000,Minnesota,27,270,Grant County,51,510,Grant County,417,3268,685,,,
G2700530,2000,Minnesota,27,270,Hennepin County,53,530,Hennepin County,25139,425900,289405,,,
G2700550,2000,Minnesota,27,270,Houston County,55,550,Houston County,978,9409,2676,,,
G2700570,2000,Minnesota,27,270,Hubbard County,57,570,Hubbard County,726,9400,2568,,,
G2700590,2000,Minnesota,27,270,Isanti County,59,590,Isanti County,939,16084,2892,,,
G2700610,2000,Minnesota,27,270,Itasca County,61,610,Itasca County,1422,23229,5280,,,
G2700630,2000,Minnesota,27,270,Jackson County,63,630,Jackson County,598,6065,1105,,,
G2700650,2000,Minnesota,27,270,Kanabec County,65,650,Kanabec County,632,8140,1025,,,
G2700670,2000,Minnesota,27,270,Kandiyohi County,67,670,Kandiyohi County,2448,19125,4846,,,
G2700690,2000,Minnesota,27,270,Kittson County,69,690,Kittson County,409,2712,540,,,
G2700710,2000,Minnesota,27,270,Koochiching County,71,710,Koochiching County,677,7812,1510,,,
G2700730,2000,Minnesota,27,270,Lac qui Parle County,73,730,Lac qui Parle County,648,4265,731,,,
G2700750,2000,Minnesota,27,270,Lake County,75,750,Lake County,352,5964,1531,,,
G2700770,2000,Minnesota,27,270,Lake of the Woods County,77,770,Lake of the Woods County,219,2393,543,,,
G2700790,2000,Minnesota,27,270,Le Sueur County,79,790,Le Sueur County,1172,12543,2784,,,
G2700810,2000,Minnesota,27,270,Lincoln County,81,810,Lincoln County,547,3330,639,,,
G2700830,2000,Minnesota,27,270,Lyon County,83,830,Lyon County,1354,10711,3290,,,
G2700850,2000,Minnesota,27,270,McLeod County,85,850,McLeod County,1988,17046,3461,,,
G2700870,2000,Minnesota,27,270,Mahnomen County,87,870,Mahnomen County,444,2439,409,,,
G2700890,2000,Minnesota,27,270,Marshall County,89,890,Marshall County,827,5260,827,,,
G2700910,2000,Minnesota,27,270,Martin County,91,910,Martin County,1237,11295,2403,,,
G2700930,2000,Minnesota,27,270,Meeker County,93,930,Meeker County,1362,11420,2059,,,
G2700950,2000,Minnesota,27,270,Mille Lacs County,95,950,Mille Lacs County,1074,11765,1783,,,
G2700970,2000,Minnesota,27,270,Morrison County,97,970,Morrison County,2106,15668,2573,,,
G2700990,2000,Minnesota,27,270,Mower County,99,990,Mower County,2065,19887,3797,,,
G2701010,2000,Minnesota,27,270,Murray County,101,1010,Murray County,765,4806,749,,,
G2701030,2000,Minnesota,27,270,Nicollet County,103,1030,Nicollet County,759,11612,5125,,,
G2701050,2000,Minnesota,27,270,Nobles County,105,1050,Nobles County,2003,9808,1843,,,
G2701070,2000,Minnesota,27,270,Norman County,107,1070,Norman County,555,3881,669,,,
G2701090,2000,Minnesota,27,270,Olmsted County,109,1090,Olmsted County,3033,49379,27865,,,
G2701110,2000,Minnesota,27,270,Otter Tail County,111,1110,Otter Tail County,3858,28219,6662,,,
G2701130,2000,Minnesota,27,270,Pennington County,113,1130,Pennington County,805,6727,1316,,,
G2701150,2000,Minnesota,27,270,Pine County,115,1150,Pine County,1267,14623,1824,,,
G2701170,2000,Minnesota,27,270,Pipestone County,117,1170,Pipestone County,903,4840,928,,,
G2701190,2000,Minnesota,27,270,Polk County,119,1190,Polk County,1964,14691,3548,,,
G2701210,2000,Minnesota,27,270,Pope County,121,1210,Pope County,799,5785,1135,,,
G2701230,2000,Minnesota,27,270,Ramsey County,123,1230,Ramsey County,16531,195711,110972,,,
G2701250,2000,Minnesota,27,270,Red Lake County,125,1250,Red Lake County,364,2206,309,,,
G2701270,2000,Minnesota,27,270,Redwood County,127,1270,Redwood County,1193,8562,1514,,,
G2701290,2000,Minnesota,27,270,Renville County,129,1290,Renville County,1185,8829,1450,,,
G2701310,2000,Minnesota,27,270,Rice County,131,1310,Rice County,2206,23719,7475,,,
G2701330,2000,Minnesota,27,270,Rock County,133,1330,Rock County,783,4706,996,,,
G2701350,2000,Minnesota,27,270,Roseau County,135,1350,Roseau County,985,7840,1541,,,
G2701370,2000,Minnesota,27,270,St. Louis County,137,1370,St. Louis County,4790,98971,29040,,,
G2701390,2000,Minnesota,27,270,Scott County,139,1390,Scott County,1857,37373,16334,,,
G2701410,2000,Minnesota,27,270,Sherburne County,141,1410,Sherburne County,1112,29795,7442,,,
G2701430,2000,Minnesota,27,270,Sibley County,143,1430,Sibley County,1183,7632,1155,,,
G2701450,2000,Minnesota,27,270,Stearns County,145,1450,Stearns County,5775,54708,17036,,,
G2701470,2000,Minnesota,27,270,Steele County,147,1470,Steele County,1449,15761,4340,,,
G2701490,2000,Minnesota,27,270,Stevens County,149,1490,Stevens County,492,4103,1195,,,
G2701510,2000,Minnesota,27,270,Swift County,151,1510,Swift County,750,6417,1169,,,
G2701530,2000,Minnesota,27,270,Todd County,153,1530,Todd County,1553,12637,1568,,,
G2701550,2000,Minnesota,27,270,Traverse County,155,1550,Traverse County,302,2243,305,,,
G2701570,2000,Minnesota,27,270,Wabasha County,157,1570,Wabasha County,952,10832,2405,,,
G2701590,2000,Minnesota,27,270,Wadena County,159,1590,Wadena County,946,6889,1212,,,
G2701610,2000,Minnesota,27,270,Waseca County,161,1610,Waseca County,887,9855,2076,,,
G2701630,2000,Minnesota,27,270,Washington County,163,1630,Washington County,1982,82805,43428,,,
G2701650,2000,Minnesota,27,270,Watonwan County,165,1650,Watonwan County,1057,5630,1058,,,
G2701670,2000,Minnesota,27,270,Wilkin County,167,1670,Wilkin County,436,3581,656,,,
G2701690,2000,Minnesota,27,270,Winona County,169,1690,Winona County,2081,20309,6775,,,
G2701710,2000,Minnesota,27,270,Wright County,171,1710,Wright County,2388,42982,9864,,,
G2701730,2000,Minnesota,27,270,Yellow Medicine County,173,1730,Yellow Medicine County,752,5580,1062,,,
G2800010,2000,Mississippi,28,280,Adams County,1,10,Adams County,2210,16114,3887,,,
G2800030,2000,Mississippi,28,280,Alcorn County,3,30,Alcorn County,3084,17367,2708,,,
G2800050,2000,Mississippi,28,280,Amite County,5,50,Amite County,1101,7036,844,,,
G2800070,2000,Mississippi,28,280,Attala County,7,70,Attala County,1710,9488,1476,,,
G2800090,2000,Mississippi,28,280,Benton County,9,90,Benton County,859,3818,396,,,
G2800110,2000,Mississippi,28,280,Bolivar County,11,110,Bolivar County,3616,15020,4320,,,
G2800130,2000,Mississippi,28,280,Calhoun County,13,130,Calhoun County,1510,7489,1022,,,
G2800150,2000,Mississippi,28,280,Carroll County,15,150,Carroll County,1077,5267,777,,,
G2800170,2000,Mississippi,28,280,Chickasaw County,17,170,Chickasaw County,1706,9302,1151,,,
G2800190,2000,Mississippi,28,280,Choctaw County,19,190,Choctaw County,786,4693,692,,,
G2800210,2000,Mississippi,28,280,Claiborne County,21,210,Claiborne County,746,4082,1126,,,
G2800230,2000,Mississippi,28,280,Clarke County,23,230,Clarke County,1252,9176,1113,,,
G2800250,2000,Mississippi,28,280,Clay County,25,250,Clay County,1450,10029,1962,,,
G2800270,2000,Mississippi,28,280,Coahoma County,27,270,Coahoma County,2749,11840,2814,,,
G2800290,2000,Mississippi,28,280,Copiah County,29,290,Copiah County,1744,13643,2018,,,
G2800310,2000,Mississippi,28,280,Covington County,31,310,Covington County,1365,9199,1359,,,
G2800330,2000,Mississippi,28,280,DeSoto County,33,330,DeSoto County,3565,54947,9790,,,
G2800350,2000,Mississippi,28,280,Forrest County,35,350,Forrest County,2644,29400,9482,,,
G2800370,2000,Mississippi,28,280,Franklin County,37,370,Franklin County,495,4316,566,,,
G2800390,2000,Mississippi,28,280,George County,39,390,George County,1134,9621,1083,,,
G2800410,2000,Mississippi,28,280,Greene County,41,410,Greene County,813,6874,665,,,
G2800430,2000,Mississippi,28,280,Grenada County,43,430,Grenada County,2003,10689,1983,,,
G2800450,2000,Mississippi,28,280,Hancock County,45,450,Hancock County,2264,21598,4978,,,
G2800470,2000,Mississippi,28,280,Harrison County,47,470,Harrison County,7448,89808,21913,,,
G2800490,2000,Mississippi,28,280,Hinds County,49,490,Hinds County,9113,100306,40868,,,
G2800510,2000,Mississippi,28,280,Holmes County,51,510,Holmes County,2080,8645,1346,,,
G2800530,2000,Mississippi,28,280,Humphreys County,53,530,Humphreys County,1298,4341,740,,,
G2800550,2000,Mississippi,28,280,Issaquena County,55,550,Issaquena County,250,1032,98,,,
G2800570,2000,Mississippi,28,280,Itawamba County,57,570,Itawamba County,2040,11485,1308,,,
G2800590,2000,Mississippi,28,280,Jackson County,59,590,Jackson County,4040,65151,13627,,,
G2800610,2000,Mississippi,28,280,Jasper County,61,610,Jasper County,1223,8938,1102,,,
G2800630,2000,Mississippi,28,280,Jefferson County,63,630,Jefferson County,770,4400,615,,,
G2800650,2000,Mississippi,28,280,Jefferson Davis County,65,650,Jefferson Davis County,908,6809,896,,,
G2800670,2000,Mississippi,28,280,Jones County,67,670,Jones County,3877,31721,5805,,,
G2800690,2000,Mississippi,28,280,Kemper County,69,690,Kemper County,942,4886,670,,,
G2800710,2000,Mississippi,28,280,Lafayette County,71,710,Lafayette County,1674,12532,6422,,,
G2800730,2000,Mississippi,28,280,Lamar County,73,730,Lamar County,1446,16005,6404,,,
G2800750,2000,Mississippi,28,280,Lauderdale County,75,750,Lauderdale County,3825,37677,8009,,,
G2800770,2000,Mississippi,28,280,Lawrence County,77,770,Lawrence County,740,6649,1005,,,
G2800790,2000,Mississippi,28,280,Leake County,79,790,Leake County,1645,9989,1526,,,
G2800810,2000,Mississippi,28,280,Lee County,81,810,Lee County,3917,35688,8777,,,
G2800830,2000,Mississippi,28,280,Leflore County,83,830,Leflore County,3278,14877,3426,,,
G2800850,2000,Mississippi,28,280,Lincoln County,85,850,Lincoln County,1979,16479,2616,,,
G2800870,2000,Mississippi,28,280,Lowndes County,87,870,Lowndes County,3517,26312,7691,,,
G2800890,2000,Mississippi,28,280,Madison County,89,890,Madison County,2995,26034,17744,,,
G2800910,2000,Mississippi,28,280,Marion County,91,910,Marion County,1916,12268,1841,,,
G2800930,2000,Mississippi,28,280,Marshall County,93,930,Marshall County,2952,16626,1941,,,
G2800950,2000,Mississippi,28,280,Monroe County,95,950,Monroe County,2916,18731,2641,,,
G2800970,2000,Mississippi,28,280,Montgomery County,97,970,Montgomery County,1089,5882,859,,,
G2800990,2000,Mississippi,28,280,Neshoba County,99,990,Neshoba County,1930,13816,2034,,,
G2801010,2000,Mississippi,28,280,Newton County,101,1010,Newton County,1263,10742,1658,,,
G2801030,2000,Mississippi,28,280,Noxubee County,103,1030,Noxubee County,1395,5247,814,,,
G2801050,2000,Mississippi,28,280,Oktibbeha County,105,1050,Oktibbeha County,1513,12335,7402,,,
G2801070,2000,Mississippi,28,280,Panola County,107,1070,Panola County,2826,15609,2233,,,
G2801090,2000,Mississippi,28,280,Pearl River County,109,1090,Pearl River County,2666,23987,4287,,,
G2801110,2000,Mississippi,28,280,Perry County,111,1110,Perry County,703,6128,569,,,
G2801130,2000,Mississippi,28,280,Pike County,113,1130,Pike County,2509,18609,3021,,,
G2801150,2000,Mississippi,28,280,Pontotoc County,115,1150,Pontotoc County,1834,13298,1950,,,
G2801170,2000,Mississippi,28,280,Prentiss County,117,1170,Prentiss County,2231,12281,1602,,,
G2801190,2000,Mississippi,28,280,Quitman County,119,1190,Quitman County,1184,4096,626,,,
G2801210,2000,Mississippi,28,280,Rankin County,121,1210,Rankin County,3848,53233,17804,,,
G2801230,2000,Mississippi,28,280,Scott County,123,1230,Scott County,2632,13357,1507,,,
G2801250,2000,Mississippi,28,280,Sharkey County,125,1250,Sharkey County,623,2614,467,,,
G2801270,2000,Mississippi,28,280,Simpson County,127,1270,Simpson County,2020,13372,1877,,,
G2801290,2000,Mississippi,28,280,Smith County,129,1290,Smith County,1036,8299,939,,,
G2801310,2000,Mississippi,28,280,Stone County,131,1310,Stone County,692,6539,1027,,,
G2801330,2000,Mississippi,28,280,Sunflower County,133,1330,Sunflower County,3398,14176,2402,,,
G2801350,2000,Mississippi,28,280,Tallahatchie County,135,1350,Tallahatchie County,1888,6111,980,,,
G2801370,2000,Mississippi,28,280,Tate County,137,1370,Tate County,1483,12073,1904,,,
G2801390,2000,Mississippi,28,280,Tippah County,139,1390,Tippah County,1784,10550,1223,,,
G2801410,2000,Mississippi,28,280,Tishomingo County,141,1410,Tishomingo County,1961,10159,1156,,,
G2801430,2000,Mississippi,28,280,Tunica County,143,1430,Tunica County,878,3906,479,,,
G2801450,2000,Mississippi,28,280,Union County,145,1450,Union County,1940,12381,2178,,,
G2801470,2000,Mississippi,28,280,Walthall County,147,1470,Walthall County,1089,7302,975,,,
G2801490,2000,Mississippi,28,280,Warren County,149,1490,Warren County,2627,21888,6440,,,
G2801510,2000,Mississippi,28,280,Washington County,151,1510,Washington County,5000,25810,6042,,,
G2801530,2000,Mississippi,28,280,Wayne County,153,1530,Wayne County,1584,10121,1228,,,
G2801550,2000,Mississippi,28,280,Webster County,155,1550,Webster County,735,5106,876,,,
G2801570,2000,Mississippi,28,280,Wilkinson County,157,1570,Wilkinson County,1052,4813,650,,,
G2801590,2000,Mississippi,28,280,Winston County,159,1590,Winston County,1478,9632,1786,,,
G2801610,2000,Mississippi,28,280,Yalobusha County,161,1610,Yalobusha County,1146,6576,817,,,
G2801630,2000,Mississippi,28,280,Yazoo County,163,1630,Yazoo County,2469,12803,2036,,,
G2900010,2000,Missouri,29,290,Adair County,1,10,Adair County,738,8787,3791,,,
G2900030,2000,Missouri,29,290,Andrew County,3,30,Andrew County,535,8274,2038,,,
G2900050,2000,Missouri,29,290,Atchison County,5,50,Atchison County,458,3293,749,,,
G2900070,2000,Missouri,29,290,Audrain County,7,70,Audrain County,1661,13594,2221,,,
G2900090,2000,Missouri,29,290,Barry County,9,90,Barry County,2190,17788,2403,,,
G2900110,2000,Missouri,29,290,Barton County,11,110,Barton County,668,6548,854,,,
G2900130,2000,Missouri,29,290,Bates County,13,130,Bates County,956,8910,1111,,,
G2900150,2000,Missouri,29,290,Benton County,15,150,Benton County,1335,10219,1115,,,
G2900170,2000,Missouri,29,290,Bollinger County,17,170,Bollinger County,1200,6207,549,,,
G2900190,2000,Missouri,29,290,Boone County,19,190,Boone County,2570,42832,32517,,,
G2900210,2000,Missouri,29,290,Buchanan County,21,210,Buchanan County,3536,42670,9377,,,
G2900230,2000,Missouri,29,290,Butler County,23,230,Butler County,3349,21040,3207,,,
G2900250,2000,Missouri,29,290,Caldwell County,25,250,Caldwell County,325,4873,692,,,
G2900270,2000,Missouri,29,290,Callaway County,27,270,Callaway County,1752,19838,4258,,,
G2900290,2000,Missouri,29,290,Camden County,29,290,Camden County,1327,21134,4842,,,
G2900310,2000,Missouri,29,290,Cape Girardeau County,31,310,Cape Girardeau County,3203,29722,10515,,,
G2900330,2000,Missouri,29,290,Carroll County,33,330,Carroll County,531,5439,975,,,
G2900350,2000,Missouri,29,290,Carter County,35,350,Carter County,591,2940,428,,,
G2900370,2000,Missouri,29,290,Cass County,37,370,Cass County,1667,41766,9334,,,
G2900390,2000,Missouri,29,290,Cedar County,39,390,Cedar County,821,7703,949,,,
G2900410,2000,Missouri,29,290,Chariton County,41,410,Chariton County,542,4684,674,,,
G2900430,2000,Missouri,29,290,Christian County,43,430,Christian County,1341,26172,7277,,,
G2900450,2000,Missouri,29,290,Clark County,45,450,Clark County,303,4140,533,,,
G2900470,2000,Missouri,29,290,Clay County,47,470,Clay County,3247,87206,30047,,,
G2900490,2000,Missouri,29,290,Clinton County,49,490,Clinton County,545,10133,1818,,,
G2900510,2000,Missouri,29,290,Cole County,51,510,Cole County,2762,31597,12980,,,
G2900530,2000,Missouri,29,290,Cooper County,53,530,Cooper County,652,8450,1443,,,
G2900550,2000,Missouri,29,290,Crawford County,55,550,Crawford County,1958,11830,1269,,,
G2900570,2000,Missouri,29,290,Dade County,57,570,Dade County,424,4489,538,,,
G2900590,2000,Missouri,29,290,Dallas County,59,590,Dallas County,1010,8265,976,,,
G2900610,2000,Missouri,29,290,Daviess County,61,610,Daviess County,471,4119,623,,,
G2900630,2000,Missouri,29,290,DeKalb County,63,630,DeKalb County,554,6819,879,,,
G2900650,2000,Missouri,29,290,Dent County,65,650,Dent County,1626,7449,1023,,,
G2900670,2000,Missouri,29,290,Douglas County,67,670,Douglas County,1127,6775,872,,,
G2900690,2000,Missouri,29,290,Dunklin County,69,690,Dunklin County,3742,16159,1989,,,
G2900710,2000,Missouri,29,290,Franklin County,71,710,Franklin County,5644,47102,7721,,,
G2900730,2000,Missouri,29,290,Gasconade County,73,730,Gasconade County,1384,8050,1096,,,
G2900750,2000,Missouri,29,290,Gentry County,75,750,Gentry County,259,3671,669,,,
G2900770,2000,Missouri,29,290,Greene County,77,770,Greene County,6610,110088,37232,,,
G2900790,2000,Missouri,29,290,Grundy County,79,790,Grundy County,662,5596,891,,,
G2900810,2000,Missouri,29,290,Harrison County,81,810,Harrison County,430,5105,566,,,
G2900830,2000,Missouri,29,290,Henry County,83,830,Henry County,1266,12027,1757,,,
G2900850,2000,Missouri,29,290,Hickory County,85,850,Hickory County,580,5618,514,,,
G2900870,2000,Missouri,29,290,Holt County,87,870,Holt County,227,3073,436,,,
G2900890,2000,Missouri,29,290,Howard County,89,890,Howard County,525,4747,1148,,,
G2900910,2000,Missouri,29,290,Howell County,91,910,Howell County,2825,19097,2678,,,
G2900930,2000,Missouri,29,290,Iron County,93,930,Iron County,1153,5447,604,,,
