GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,CG7001,CG7002,CG7003,CG7004,CG7005,CG7006,CG7007,CG7008,CG7009,CG7010,CG7011
"G0600770","1970","California","06","San Joaquin","077",,,,,"8120",,,,"San Joaquin",1103,2298,3622,5673,6799,7735,6486,7433,4999,1661,742
"G0600790","1970","California","06","San Luis Obispo","079",,,,,,,,,"San Luis Obispo",267,609,1041,1623,1917,2093,1975,2939,2387,958,332
"G0600810","1970","California","06","San Mateo","081",,,,,"7360",,,,"San Mateo",96,137,234,709,1111,2602,5299,22095,39613,21592,13828
"G0600830","1970","California","06","Santa Barbara","083",,,,,"7480",,,,"Santa Barbara",146,205,470,1325,2073,4401,4899,8488,9120,4673,3138
"G0600850","1970","California","06","Santa Clara","085",,,,,"7400",,,,"Santa Clara",209,286,743,1851,3387,7524,15233,46658,63685,28915,12686
"G0600870","1970","California","06","Santa Cruz","087",,,,,,,,,"Santa Cruz",132,351,810,1616,2080,2841,2820,4433,4579,2142,1033
"G0600890","1970","California","06","Shasta","089",,,,,,,,,"Shasta",387,624,953,1337,1585,1987,1602,1897,1437,447,142
"G0600910","1970","California","06","Sierra","091",,,,,,,,,"Sierra",40,70,49,62,45,46,31,24,28,9,3
"G0600930","1970","California","06","Siskiyou","093",,,,,,,,,"Siskiyou",466,657,699,756,561,633,470,583,364,109,34
"G0600950","1970","California","06","Solano","095",,,,,"8720",,,,"Solano",145,315,567,1431,2602,4986,5582,6187,2854,884,268
"G0600970","1970","California","06","Sonoma","097",,,,,"7500",,,,"Sonoma",233,565,1158,2306,2806,4367,5108,7773,7553,2868,1046
"G0600990","1970","California","06","Stanislaus","099",,,,,"5170",,,,"Stanislaus",789,1889,2915,3974,4631,4844,3804,4712,3336,1230,405
"G0601010","1970","California","06","Sutter","101",,,,,,,,,"Sutter",157,304,439,625,714,887,817,1060,964,337,125
"G0601030","1970","California","06","Tehama","103",,,,,,,,,"Tehama",170,335,496,572,615,672,441,429,359,115,31
"G0601050","1970","California","06","Trinity","105",,,,,,,,,"Trinity",87,103,113,114,101,115,102,126,70,27,7
"G0601070","1970","California","06","Tulare","107",,,,,,,,,"Tulare",2406,3310,3588,4044,3553,3110,2436,2768,1868,758,306
"G0601090","1970","California","06","Tuolumne","109",,,,,,,,,"Tuolumne",95,163,216,372,305,391,451,733,547,187,46
"G0601110","1970","California","06","Ventura","111",,,,,"6000",,,,"Ventura",178,378,829,1876,3213,5851,8682,17053,17027,6296,1866
"G0601130","1970","California","06","Yolo","113",,,,,"6920",,,,"Yolo",164,234,483,1315,1826,2090,1676,2142,1987,998,344
"G0601150","1970","California","06","Yuba","115",,,,,,,,,"Yuba",315,447,540,732,787,736,452,423,240,97,49
"G0800010","1970","Colorado","08","Adams","001",,,,,"2080",,,,"Adams",235,540,1364,3426,5140,7069,6706,5608,2010,245,94
"G0800030","1970","Colorado","08","Alamosa","003",,,,,,,,,"Alamosa",204,181,169,203,154,156,123,131,106,36,13
"G0800050","1970","Colorado","08","Arapahoe","005",,,,,"2080",,,,"Arapahoe",148,294,619,1532,2444,3161,4042,7179,6986,2934,1746
"G0800070","1970","Colorado","08","Archuleta","007",,,,,,,,,"Archuleta",85,60,41,19,20,20,13,18,10,3,1
"G0800090","1970","Colorado","08","Baca","009",,,,,,,,,"Baca",243,159,112,102,59,41,34,32,26,6,4
"G0800110","1970","Colorado","08","Bent","011",,,,,,,,,"Bent",280,241,144,94,52,25,32,14,11,3,1
"G0800130","1970","Colorado","08","Boulder","013",,,,,"2080",,,,"Boulder",249,402,663,1131,1253,2146,2936,4996,4642,2098,783
"G0800150","1970","Colorado","08","Chaffee","015",,,,,,,,,"Chaffee",152,215,292,296,230,195,115,112,64,31,3
"G0800170","1970","Colorado","08","Cheyenne","017",,,,,,,,,"Cheyenne",84,59,42,36,20,18,2,20,7,2,1
"G0800190","1970","Colorado","08","Clear Creek","019",,,,,,,,,"Clear Creek",30,35,74,106,95,84,77,81,90,28,11
"G0800210","1970","Colorado","08","Conejos","021",,,,,,,,,"Conejos",410,213,143,100,50,39,21,28,13,0,2
"G0800230","1970","Colorado","08","Costilla","023",,,,,,,,,"Costilla",229,111,40,28,10,14,2,3,3,0,0
"G0800250","1970","Colorado","08","Crowley","025",,,,,,,,,"Crowley",204,148,87,65,23,13,12,3,4,0,1
"G0800270","1970","Colorado","08","Custer","027",,,,,,,,,"Custer",37,40,35,31,11,10,4,6,1,0,4
"G0800290","1970","Colorado","08","Delta","029",,,,,,,,,"Delta",366,491,461,376,244,233,166,132,64,17,5
"G0800310","1970","Colorado","08","Denver","031",,,,,"2080",,,,"Denver",573,2257,5148,10436,13519,13494,10702,12133,9171,4353,1824
"G0800330","1970","Colorado","08","Dolores","033",,,,,,,,,"Dolores",62,46,33,14,14,10,4,5,5,0,0
"G0800350","1970","Colorado","08","Douglas","035",,,,,,,,,"Douglas",22,31,42,79,80,112,117,198,196,181,76
"G0800370","1970","Colorado","08","Eagle","037",,,,,,,,,"Eagle",81,77,74,83,45,49,20,54,44,22,31
"G0800390","1970","Colorado","08","Elbert","039",,,,,,,,,"Elbert",85,74,72,49,19,29,3,9,13,2,2
"G0800410","1970","Colorado","08","El Paso","041",,,,,"1720",,,,"El Paso",322,742,1443,2773,4246,5639,5467,6285,4708,1818,767
"G0800430","1970","Colorado","08","Fremont","043",,,,,,,,,"Fremont",430,660,726,695,522,419,271,218,157,44,9
"G0800450","1970","Colorado","08","Garfield","045",,,,,,,,,"Garfield",126,180,204,257,199,179,166,306,206,92,34
"G0800470","1970","Colorado","08","Gilpin","047",,,,,,,,,"Gilpin",25,30,41,34,26,44,21,31,31,8,1
"G0800490","1970","Colorado","08","Grand","049",,,,,,,,,"Grand",75,63,57,76,56,52,26,50,34,19,11
"G0800510","1970","Colorado","08","Gunnison","051",,,,,,,,,"Gunnison",85,62,69,78,88,95,96,92,74,22,8
"G0800530","1970","Colorado","08","Hinsdale","053",,,,,,,,,"Hinsdale",2,4,9,5,0,2,0,0,1,0,0
"G0800550","1970","Colorado","08","Huerfano","055",,,,,,,,,"Huerfano",436,283,229,116,54,50,31,21,18,4,2
"G0800570","1970","Colorado","08","Jackson","057",,,,,,,,,"Jackson",27,32,38,29,16,28,10,9,4,0,1
"G0800590","1970","Colorado","08","Jefferson","059",,,,,"2080",,,,"Jefferson",159,376,839,1654,2764,4752,6624,12275,11172,4165,987
"G0800610","1970","Colorado","08","Kiowa","061",,,,,,,,,"Kiowa",74,46,53,43,21,20,6,11,7,0,1
"G0800630","1970","Colorado","08","Kit Carson","063",,,,,,,,,"Kit Carson",133,121,112,158,107,100,66,124,62,25,6
"G0800650","1970","Colorado","08","Lake","065",,,,,,,,,"Lake",185,244,237,187,152,101,70,83,24,5,1
"G0800670","1970","Colorado","08","La Plata","067",,,,,,,,,"La Plata",161,245,268,346,340,378,268,330,235,81,26
"G0800690","1970","Colorado","08","Larimer","069",,,,,,,,,"Larimer",282,495,894,1298,1285,1713,1742,2424,2100,811,264
"G0800710","1970","Colorado","08","Las Animas","071",,,,,,,,,"Las Animas",713,494,433,357,195,198,88,65,43,21,6
"G0800730","1970","Colorado","08","Lincoln","073",,,,,,,,,"Lincoln",140,140,100,82,73,64,39,37,19,4,2
"G0800750","1970","Colorado","08","Logan","075",,,,,,,,,"Logan",341,337,310,417,389,253,227,227,143,61,24
"G0800770","1970","Colorado","08","Mesa","077",,,,,,,,,"Mesa",587,945,1275,1515,1359,1153,773,981,629,207,92
"G0800790","1970","Colorado","08","Mineral","079",,,,,,,,,"Mineral",40,26,21,13,7,4,3,3,1,2,1
"G0800810","1970","Colorado","08","Moffat","081",,,,,,,,,"Moffat",83,84,113,139,100,122,108,99,64,18,3
"G0800830","1970","Colorado","08","Montezuma","083",,,,,,,,,"Montezuma",219,284,274,268,213,188,103,118,77,16,4
"G0800850","1970","Colorado","08","Montrose","085",,,,,,,,,"Montrose",267,304,341,345,243,269,205,189,97,27,7
"G0800870","1970","Colorado","08","Morgan","087",,,,,,,,,"Morgan",271,336,417,466,320,315,220,222,113,47,9
"G0800890","1970","Colorado","08","Otero","089",,,,,,,,,"Otero",581,761,814,642,429,293,175,155,111,36,10
"G0800910","1970","Colorado","08","Ouray","091",,,,,,,,,"Ouray",21,40,30,26,17,12,8,17,9,2,1
"G0800930","1970","Colorado","08","Park","093",,,,,,,,,"Park",70,66,47,57,24,19,28,28,26,5,2
"G0800950","1970","Colorado","08","Phillips","095",,,,,,,,,"Phillips",151,115,110,107,64,53,38,32,21,10,2
"G0800970","1970","Colorado","08","Pitkin","097",,,,,,,,,"Pitkin",12,10,4,8,11,16,13,59,93,115,266
"G0800990","1970","Colorado","08","Prowers","099",,,,,,,,,"Prowers",414,337,250,230,174,166,122,111,84,45,6
"G0801010","1970","Colorado","08","Pueblo","101",,,,,"6560",,,,"Pueblo",1225,2351,3543,4183,3751,2799,1779,1729,1029,297,93
"G0801030","1970","Colorado","08","Rio Blanco","103",,,,,,,,,"Rio Blanco",70,88,76,85,66,67,42,43,34,3,3
"G0801050","1970","Colorado","08","Rio Grande","105",,,,,,,,,"Rio Grande",288,242,208,191,158,148,57,78,71,19,2
"G0801070","1970","Colorado","08","Routt","107",,,,,,,,,"Routt",163,134,114,137,59,86,48,95,67,43,26
"G0801090","1970","Colorado","08","Saguache","109",,,,,,,,,"Saguache",191,80,63,46,32,24,10,13,8,3,1
"G0801110","1970","Colorado","08","San Juan","111",,,,,,,,,"San Juan",16,43,31,19,5,3,1,4,1,0,0
"G0801130","1970","Colorado","08","San Miguel","113",,,,,,,,,"San Miguel",56,47,57,43,15,19,8,12,6,1,0
"G0801150","1970","Colorado","08","Sedgwick","115",,,,,,,,,"Sedgwick",147,109,69,76,47,31,27,17,16,2,1
"G0801170","1970","Colorado","08","Summit","117",,,,,,,,,"Summit",13,17,27,31,22,24,34,45,43,36,16
"G0801190","1970","Colorado","08","Teller","119",,,,,,,,,"Teller",141,82,59,65,56,58,40,49,50,14,8
"G0801210","1970","Colorado","08","Washington","121",,,,,,,,,"Washington",159,111,101,76,53,43,19,33,16,4,3
"G0801230","1970","Colorado","08","Weld","123",,,,,,,,,"Weld",715,1078,1196,1310,1136,1249,1237,1435,1058,327,135
"G0801250","1970","Colorado","08","Yuma","125",,,,,,,,,"Yuma",197,210,165,144,117,107,70,110,71,16,3
"G0900010","1970","Connecticut","09","Fairfield","001",,,,,"1160",,,,"Fairfield",77,234,463,1152,1554,3092,5493,17895,37385,30705,34293
"G0900030","1970","Connecticut","09","Hartford","003",,,,,"5440",,,,"Hartford",117,301,732,2036,3807,8831,15797,34700,37657,16591,5939
"G0900050","1970","Connecticut","09","Litchfield","005",,,,,,,,,"Litchfield",133,310,599,1319,1795,2725,3229,5680,5447,2246,1053
"G0900070","1970","Connecticut","09","Middlesex","007",,,,,"3280",,,,"Middlesex",94,161,268,658,831,1599,2254,5132,5903,2448,881
"G0900090","1970","Connecticut","09","New Haven","009",,,,,"5480",,,,"New Haven",193,510,1124,3313,5597,10501,14997,30235,29888,12296,5031
"G0900110","1970","Connecticut","09","New London","011",,,,,"5520",,,,"New London",302,571,998,2153,2756,4588,5400,7669,5930,2395,1072
"G0900130","1970","Connecticut","09","Tolland","013",,,,,"3280",,,,"Tolland",75,164,336,699,940,1562,2062,4323,4577,1551,308
"G0900150","1970","Connecticut","09","Windham","015",,,,,,,,,"Windham",217,321,509,1090,1361,1806,1736,2173,1508,420,96
"G1000010","1970","Delaware","10","Kent","001",,,,,,,,,"Kent",795,905,806,1087,1107,1267,1063,1672,1140,402,108
"G1000030","1970","Delaware","10","New Castle","003",,,,,"9160",,,,"New Castle",1185,2727,4904,8814,9292,8316,7615,11619,10229,5279,2817
"G1000050","1970","Delaware","10","Sussex","005",,,,,,,,,"Sussex",1443,1544,1439,1571,1144,1263,1006,1491,1208,656,266
"G1200010","1970","Florida","12","Alachua","001",,,,,"2900",,,,"Alachua",1736,1516,1343,1835,1761,1523,1147,1479,1636,808,305
"G1200030","1970","Florida","12","Baker","003",,,,,,,,,"Baker",322,230,150,129,76,45,26,26,14,7,1
"G1200050","1970","Florida","12","Bay","005",,,,,,,,,"Bay",2201,2056,1706,1976,1385,1177,674,809,688,309,155
"G1200070","1970","Florida","12","Bradford","007",,,,,,,,,"Bradford",564,473,261,209,170,129,83,73,60,22,11
"G1200090","1970","Florida","12","Brevard","009",,,,,,,,,"Brevard",602,1501,3236,5410,5886,6440,5651,6815,4970,1364,433
"G1200110","1970","Florida","12","Broward","011",,,,,"2680",,,,"Broward",954,1906,4009,10109,13601,16275,15869,22125,21895,11092,6401
"G1200130","1970","Florida","12","Calhoun","013",,,,,,,,,"Calhoun",498,277,104,109,65,43,17,42,29,10,0
"G1200150","1970","Florida","12","Charlotte","015",,,,,,,,,"Charlotte",151,356,764,1299,1443,1189,807,949,760,313,119
"G1200170","1970","Florida","12","Citrus","017",,,,,,,,,"Citrus",564,671,625,771,703,521,248,235,178,79,43
"G1200190","1970","Florida","12","Clay","019",,,,,,,,,"Clay",531,554,503,748,648,520,299,474,624,238,93
"G1200210","1970","Florida","12","Collier","021",,,,,,,,,"Collier",205,247,268,401,470,609,519,808,862,909,947
"G1200230","1970","Florida","12","Columbia","023",,,,,,,,,"Columbia",822,718,478,523,384,296,170,222,197,73,19
"G1200250","1970","Florida","12","Dade","025",,,,,"5000",,,,"Dade",1339,3817,7930,17797,23574,27681,26543,34056,28905,14852,10164
"G1200270","1970","Florida","12","DeSoto","027",,,,,,,,,"De Soto",355,463,411,262,111,125,56,96,65,27,14
"G1200290","1970","Florida","12","Dixie","029",,,,,,,,,"Dixie",321,200,94,92,33,24,25,20,4,3,1
"G1200310","1970","Florida","12","Duval","031",,,,,"3600",,,,"Duval",6642,12184,16463,19310,14395,8919,5499,6070,5420,2442,1244
"G1200330","1970","Florida","12","Escambia","033",,,,,"6080",,,,"Escambia",4040,4641,5094,5926,4733,3704,2591,3039,2444,856,349
"G1200350","1970","Florida","12","Flagler","035",,,,,,,,,"Flagler",107,107,86,111,81,84,36,41,18,6,4
"G1200370","1970","Florida","12","Franklin","037",,,,,,,,,"Franklin",583,379,181,135,77,53,31,43,26,8,4
"G1200390","1970","Florida","12","Gadsden","039",,,,,,,,,"Gadsden",1456,1118,610,525,257,220,123,143,151,80,28
"G1200410","1970","Florida","12","Gilchrist","041",,,,,,,,,"Gilchrist",129,122,50,37,19,9,11,11,4,0,2
"G1200430","1970","Florida","12","Glades","043",,,,,,,,,"Glades",108,88,51,60,35,23,5,14,5,8,2
"G1200450","1970","Florida","12","Gulf","045",,,,,,,,,"Gulf",470,461,306,263,165,105,42,57,50,27,7
"G1200470","1970","Florida","12","Hamilton","047",,,,,,,,,"Hamilton",382,241,110,85,61,45,31,35,23,12,4
"G1200490","1970","Florida","12","Hardee","049",,,,,,,,,"Hardee",484,509,406,279,148,118,55,73,79,24,10
"G1200510","1970","Florida","12","Hendry","051",,,,,,,,,"Hendry",247,255,216,248,160,146,61,88,69,34,15
"G1200530","1970","Florida","12","Hernando","053",,,,,,,,,"Hernando",594,579,532,629,420,315,209,225,133,34,12
"G1200550","1970","Florida","12","Highlands","055",,,,,,,,,"Highlands",638,825,849,807,605,557,395,437,332,172,81
"G1200570","1970","Florida","12","Hillsborough","057",,,,,"8280",,,,"Hillsborough",8119,13527,16179,18002,12981,9364,6016,7032,5818,2232,1021
"G1200590","1970","Florida","12","Holmes","059",,,,,,,,,"Holmes",589,236,111,119,57,67,35,36,23,9,2
"G1200610","1970","Florida","12","Indian River","061",,,,,,,,,"Indian River",363,725,1015,1219,967,799,559,713,708,388,289
"G1200630","1970","Florida","12","Jackson","063",,,,,,,,,"Jackson",1647,982,528,445,320,271,154,177,111,49,36
"G1200650","1970","Florida","12","Jefferson","065",,,,,,,,,"Jefferson",305,269,116,135,52,72,41,35,34,20,1
"G1200670","1970","Florida","12","Lafayette","067",,,,,,,,,"Lafayette",96,74,34,28,12,11,4,6,6,0,0
"G1200690","1970","Florida","12","Lake","069",,,,,,,,,"Lake",1240,1808,1948,2187,1692,1409,979,1122,981,471,209
"G1200710","1970","Florida","12","Lee","071",,,,,,,,,"Lee",640,1250,1816,2548,2440,2421,2079,3167,3356,1408,539
"G1200730","1970","Florida","12","Leon","073",,,,,"8240",,,,"Leon",950,1195,1381,1753,1677,1447,1245,1950,2102,971,378
"G1200750","1970","Florida","12","Levy","075",,,,,,,,,"Levy",589,370,247,229,130,92,73,72,54,20,7
"G1200770","1970","Florida","12","Liberty","077",,,,,,,,,"Liberty",249,119,60,37,15,20,8,10,4,1,1
"G1200790","1970","Florida","12","Madison","079",,,,,,,,,"Madison",480,340,192,151,105,73,57,62,52,27,12
"G1200810","1970","Florida","12","Manatee","081",,,,,,,,,"Manatee",1154,1883,2365,2955,2852,2505,1722,1951,1604,659,291
"G1200830","1970","Florida","12","Marion","083",,,,,,,,,"Marion",1704,2025,1771,1826,1363,1112,769,856,627,281,113
"G1200850","1970","Florida","12","Martin","085",,,,,,,,,"Martin",244,361,461,706,743,596,455,543,542,286,277
"G1200870","1970","Florida","12","Monroe","087",,,,,,,,,"Monroe",259,549,517,644,606,690,656,767,627,353,285
"G1200890","1970","Florida","12","Nassau","089",,,,,,,,,"Nassau",650,685,491,483,287,205,149,205,96,40,15
"G1200910","1970","Florida","12","Okaloosa","091",,,,,,,,,"Okaloosa",1050,985,934,1609,1758,1491,903,1111,1222,511,218
"G1200930","1970","Florida","12","Okeechobee","093",,,,,,,,,"Okeechobee",169,231,188,222,148,109,63,82,51,32,14
"G1200950","1970","Florida","12","Orange","095",,,,,"5960",,,,"Orange",2205,3799,5865,9607,10108,9047,6604,7756,6973,2946,1525
"G1200970","1970","Florida","12","Osceola","097",,,,,,,,,"Osceola",408,777,864,762,682,498,281,301,289,96,47
"G1200990","1970","Florida","12","Palm Beach","099",,,,,"8960",,,,"Palm Beach",1319,2834,4795,8070,8004,7684,6400,8742,7770,4686,4311
"G1201010","1970","Florida","12","Pasco","101",,,,,,,,,"Pasco",1755,2338,3575,4465,3278,1785,766,649,427,146,55
"G1201030","1970","Florida","12","Pinellas","103",,,,,"8280",,,,"Pinellas",3009,7956,14996,21975,19994,16633,12129,13621,11174,4572,1911
"G1201050","1970","Florida","12","Polk","105",,,,,,,,,"Polk",4359,5914,6662,6928,5098,3838,2531,3125,2765,1197,724
"G1201070","1970","Florida","12","Putnam","107",,,,,,,,,"Putnam",1416,1353,976,940,636,487,302,320,228,96,25
"G1201090","1970","Florida","12","St Johns","109",,,,,,,,,"St Johns",826,1038,775,803,546,526,343,395,364,273,249
"G1201110","1970","Florida","12","St Lucie","111",,,,,,,,,"St Lucie",270,800,1236,1516,1298,1121,768,970,710,296,132
"G1201130","1970","Florida","12","Santa Rosa","113",,,,,"6080",,,,"Santa Rosa",876,796,638,720,581,554,409,490,406,198,77
"G1201150","1970","Florida","12","Sarasota","115",,,,,,,,,"Sarasota",496,1227,2274,3554,3922,4000,3169,4223,3483,1770,1474
"G1201170","1970","Florida","12","Seminole","117",,,,,"5960",,,,"Seminole",1051,1337,1900,2413,2052,1722,1546,2153,2176,789,350
"G1201190","1970","Florida","12","Sumter","119",,,,,,,,,"Sumter",663,524,376,292,155,134,76,74,62,12,1
"G1201210","1970","Florida","12","Suwannee","121",,,,,,,,,"Suwannee",646,425,269,227,147,117,54,72,41,27,6
"G1201230","1970","Florida","12","Taylor","123",,,,,,,,,"Taylor",647,512,291,306,171,120,85,125,99,30,3
"G1201250","1970","Florida","12","Union","125",,,,,,,,,"Union",186,148,75,59,32,25,11,29,9,0,1
"G1201270","1970","Florida","12","Volusia","127",,,,,,,,,"Volusia",1845,3187,4437,6578,6391,4873,3402,3922,3038,1055,489
"G1201290","1970","Florida","12","Wakulla","129",,,,,,,,,"Wakulla",366,196,127,108,45,40,22,24,16,4,2
"G1201310","1970","Florida","12","Walton","131",,,,,,,,,"Walton",862,573,309,238,141,108,96,100,84,28,10
"G1201330","1970","Florida","12","Washington","133",,,,,,,,,"Washington",645,338,188,158,93,70,35,53,17,6,1
"G1300010","1970","Georgia","13","Appling","001",,,,,,,,,"Appling",379,229,173,151,90,100,60,63,37,10,2
"G1300030","1970","Georgia","13","Atkinson","003",,,,,,,,,"Atkinson",205,156,62,49,17,16,10,9,7,4,1
"G1300050","1970","Georgia","13","Bacon","005",,,,,,,,,"Bacon",164,159,126,142,79,56,34,46,25,11,3
"G1300070","1970","Georgia","13","Baker","007",,,,,,,,,"Baker",68,56,31,34,24,23,13,8,9,2,1
"G1300090","1970","Georgia","13","Baldwin","009",,,,,,,,,"Baldwin",327,392,423,417,297,314,251,386,269,104,43
"G1300110","1970","Georgia","13","Banks","011",,,,,,,,,"Banks",220,143,75,66,39,26,33,17,11,2,1
"G1300130","1970","Georgia","13","Barrow","013",,,,,,,,,"Barrow",224,299,333,320,254,207,157,167,163,63,26
"G1300150","1970","Georgia","13","Bartow","015",,,,,,,,,"Bartow",760,883,642,601,509,402,373,401,218,91,30
"G1300170","1970","Georgia","13","Ben Hill","017",,,,,,,,,"Ben Hill",573,416,244,212,132,125,80,105,99,38,12
"G1300190","1970","Georgia","13","Berrien","019",,,,,,,,,"Berrien",334,258,136,155,90,85,43,67,52,15,10
"G1300210","1970","Georgia","13","Bibb","021",,,,,"4680",,,,"Bibb",1215,2065,2927,3516,3209,2723,1846,2262,1855,798,405
"G1300230","1970","Georgia","13","Bleckley","023",,,,,,,,,"Bleckley",223,256,231,172,132,108,58,78,45,9,7
"G1300250","1970","Georgia","13","Brantley","025",,,,,,,,,"Brantley",235,138,65,55,34,35,6,20,8,1,1
"G1300270","1970","Georgia","13","Brooks","027",,,,,,,,,"Brooks",527,300,175,154,75,78,59,79,51,15,4
"G1300290","1970","Georgia","13","Bryan","029",,,,,,,,,"Bryan",256,172,141,103,52,37,20,33,12,2,2
"G1300310","1970","Georgia","13","Bulloch","031",,,,,,,,,"Bulloch",324,483,332,475,325,389,237,349,223,78,37
"G1300330","1970","Georgia","13","Burke","033",,,,,,,,,"Burke",337,293,188,185,194,148,115,130,84,18,12
"G1300350","1970","Georgia","13","Butts","035",,,,,,,,,"Butts",205,264,170,175,126,98,65,71,55,15,10
"G1300370","1970","Georgia","13","Calhoun","037",,,,,,,,,"Calhoun",250,140,99,60,45,34,16,20,22,12,4
"G1300390","1970","Georgia","13","Camden","039",,,,,,,,,"Camden",456,402,297,254,154,136,65,79,57,22,4
