GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AB2AA,AB2AAM
G0100870,1980,Alabama,1,10,Macon County,87,870,MACON COUNTY,11454,
G0100890,1980,Alabama,1,10,Madison County,89,890,MADISON COUNTY,19350,
G0100910,1980,Alabama,1,10,Marengo County,91,910,MARENGO COUNTY,13356,
G0100930,1980,Alabama,1,10,Marion County,93,930,MARION COUNTY,14228,
G0100950,1980,Alabama,1,10,Marshall County,95,950,MARSHALL COUNTY,14757,
G0100970,1980,Alabama,1,10,Mobile County,97,970,MOBILE COUNTY,17354,
G0100990,1980,Alabama,1,10,Monroe County,99,990,MONROE COUNTY,14585,
G0101010,1980,Alabama,1,10,Montgomery County,101,1010,MONTGOMERY COUNTY,17982,
G0101030,1980,Alabama,1,10,Morgan County,103,1030,MORGAN COUNTY,18276,
G0101050,1980,Alabama,1,10,Perry County,105,1050,PERRY COUNTY,9983,
G0101070,1980,Alabama,1,10,Pickens County,107,1070,PICKENS COUNTY,12735,
G0101090,1980,Alabama,1,10,Pike County,109,1090,PIKE COUNTY,12766,
G0101110,1980,Alabama,1,10,Randolph County,111,1110,RANDOLPH COUNTY,12614,
G0101130,1980,Alabama,1,10,Russell County,113,1130,RUSSELL COUNTY,13821,
G0101150,1980,Alabama,1,10,St. Clair County,115,1150,ST. CLAIR COUNTY,16374,
G0101170,1980,Alabama,1,10,Shelby County,117,1170,SHELBY COUNTY,20514,
G0101190,1980,Alabama,1,10,Sumter County,119,1190,SUMTER COUNTY,12106,
G0101210,1980,Alabama,1,10,Talladega County,121,1210,TALLADEGA COUNTY,14806,
G0101230,1980,Alabama,1,10,Tallapoosa County,123,1230,TALLAPOOSA COUNTY,14905,
G0101250,1980,Alabama,1,10,Tuscaloosa County,125,1250,TUSCALOOSA COUNTY,17166,
G0101270,1980,Alabama,1,10,Walker County,127,1270,WALKER COUNTY,15817,
G0101290,1980,Alabama,1,10,Washington County,129,1290,WASHINGTON COUNTY,15623,
G0101310,1980,Alabama,1,10,Wilcox County,131,1310,WILCOX COUNTY,10679,
G0101330,1980,Alabama,1,10,Winston County,133,1330,WINSTON COUNTY,13793,
G0200100,1980,Alaska,2,20,Aleutian Islands,10,100,ALEUTIAN ISLANDS CENSUS AREA,20104,
G0200200,1980,Alaska,2,20,Anchorage Municipality,20,200,ANCHORAGE BOROUGH,30730,
G0200500,1980,Alaska,2,20,Bethel Census Area,50,500,BETHEL CENSUS AREA,14712,
G0200600,1980,Alaska,2,20,Bristol Bay Borough,60,600,BRISTOL BAY BOROUGH,40236,
G0200700,1980,Alaska,2,20,Dillingham Census Area,70,700,DILLINGHAM CENSUS AREA,20236,
G0200900,1980,Alaska,2,20,Fairbanks North Star Borough,90,900,FAIRBANKS NORTH STAR BOROUGH,26927,
G0201000,1980,Alaska,2,20,Haines Borough,100,1000,HAINES BOROUGH,23413,
G0201100,1980,Alaska,2,20,Juneau City and Borough,110,1100,JUNEAU BOROUGH,35786,
G0201220,1980,Alaska,2,20,Kenai Peninsula Borough,122,1220,KENAI PENINSULA BOROUGH,27378,
G0201300,1980,Alaska,2,20,Ketchikan Gateway Borough,130,1300,KETCHIKAN GATEWAY BOROUGH,30992,
G0201400,1980,Alaska,2,20,Kobuk,140,1400,KOBUK CENSUS AREA,17750,
G0201500,1980,Alaska,2,20,Kodiak Island Borough,150,1500,KODIAK ISLAND BOROUGH,28351,
G0201700,1980,Alaska,2,20,Matanuska-Susitna Borough,170,1700,MATANUSKA-SUSITNA BOROUGH,25999,
G0201800,1980,Alaska,2,20,Nome Census Area,180,1800,NOME CENSUS AREA,16574,
G0201850,1980,Alaska,2,20,North Slope Borough,185,1850,NORTH SLOPE BOROUGH,32113,
G0202010,1980,Alaska,2,20,Prince Of Wales-Outer Ketchikan,201,2010,PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA,23472,
G0202200,1980,Alaska,2,20,Sitka City and Borough,220,2200,SITKA BOROUGH,32732,
G0202310,1980,Alaska,2,20,Skagway-Yakutat-Angoon,231,2310,SKAGWAY-YAKUTAT-ANGOON CENSUS AREA,23693,
G0202400,1980,Alaska,2,20,Southeast Fairbanks Census Area,240,2400,SOUTHEAST FAIRBANKS CENSUS AREA,15471,
G0202610,1980,Alaska,2,20,Valdez-Cordova Census Area,261,2610,VALDEZ-CORDOVA CENSUS AREA,31799,
G0202700,1980,Alaska,2,20,Wade Hampton Census Area,270,2700,WADE HAMPTON CENSUS AREA,12797,
G0202800,1980,Alaska,2,20,Wrangell-Petersburg,280,2800,WRANGELL-PETERSBURG CENSUS AREA,27981,
G0202900,1980,Alaska,2,20,Yukon-Koyukuk Census Area,290,2900,YUKON-KOYUKUK CENSUS AREA,14614,
G0400010,1980,Arizona,4,40,Apache County,1,10,APACHE COUNTY,11872,
G0400030,1980,Arizona,4,40,Cochise County,3,30,COCHISE COUNTY,15484,
G0400050,1980,Arizona,4,40,Coconino County,5,50,COCONINO COUNTY,18156,
G0400070,1980,Arizona,4,40,Gila County,7,70,GILA COUNTY,16207,
G0400090,1980,Arizona,4,40,Graham County,9,90,GRAHAM COUNTY,14871,
G0400110,1980,Arizona,4,40,Greenlee County,11,110,GREENLEE COUNTY,22661,
G0400130,1980,Arizona,4,40,Maricopa County,13,130,MARICOPA COUNTY,20478,
G0400150,1980,Arizona,4,40,Mohave County,15,150,MOHAVE COUNTY,15834,
G0400170,1980,Arizona,4,40,Navajo County,17,170,NAVAJO COUNTY,15469,
G0400190,1980,Arizona,4,40,Pima County,19,190,PIMA COUNTY,19000,
G0400210,1980,Arizona,4,40,Pinal County,21,210,PINAL COUNTY,16286,
G0400230,1980,Arizona,4,40,Santa Cruz County,23,230,SANTA CRUZ COUNTY,16155,
G0400250,1980,Arizona,4,40,Yavapai County,25,250,YAVAPAI COUNTY,15344,
G0400270,1980,Arizona,4,40,Yuma County,27,270,YUMA COUNTY,15022,
G0500010,1980,Arkansas,5,50,Arkansas County,1,10,ARKANSAS COUNTY,14730,
G0500030,1980,Arkansas,5,50,Ashley County,3,30,ASHLEY COUNTY,16119,
G0500050,1980,Arkansas,5,50,Baxter County,5,50,BAXTER COUNTY,12755,
G0500070,1980,Arkansas,5,50,Benton County,7,70,BENTON COUNTY,15760,
G0500090,1980,Arkansas,5,50,Boone County,9,90,BOONE COUNTY,13270,
G0500110,1980,Arkansas,5,50,Bradley County,11,110,BRADLEY COUNTY,12759,
G0500130,1980,Arkansas,5,50,Calhoun County,13,130,CALHOUN COUNTY,12643,
G0500150,1980,Arkansas,5,50,Carroll County,15,150,CARROLL COUNTY,12915,
G0500170,1980,Arkansas,5,50,Chicot County,17,170,CHICOT COUNTY,10453,
G0500190,1980,Arkansas,5,50,Clark County,19,190,CLARK COUNTY,14955,
G0500210,1980,Arkansas,5,50,Clay County,21,210,CLAY COUNTY,11167,
G0500230,1980,Arkansas,5,50,Cleburne County,23,230,CLEBURNE COUNTY,12329,
G0500250,1980,Arkansas,5,50,Cleveland County,25,250,CLEVELAND COUNTY,13994,
G0500270,1980,Arkansas,5,50,Columbia County,27,270,COLUMBIA COUNTY,14290,
G0500290,1980,Arkansas,5,50,Conway County,29,290,CONWAY COUNTY,14567,
G0500310,1980,Arkansas,5,50,Craighead County,31,310,CRAIGHEAD COUNTY,15243,
G0500330,1980,Arkansas,5,50,Crawford County,33,330,CRAWFORD COUNTY,14740,
G0500350,1980,Arkansas,5,50,Crittenden County,35,350,CRITTENDEN COUNTY,13944,
G0500370,1980,Arkansas,5,50,Cross County,37,370,CROSS COUNTY,14283,
G0500390,1980,Arkansas,5,50,Dallas County,39,390,DALLAS COUNTY,14201,
G0500410,1980,Arkansas,5,50,Desha County,41,410,DESHA COUNTY,12708,
G0500430,1980,Arkansas,5,50,Drew County,43,430,DREW COUNTY,14586,
G0500450,1980,Arkansas,5,50,Faulkner County,45,450,FAULKNER COUNTY,16367,
G0500470,1980,Arkansas,5,50,Franklin County,47,470,FRANKLIN COUNTY,13343,
G0500490,1980,Arkansas,5,50,Fulton County,49,490,FULTON COUNTY,10862,
G0500510,1980,Arkansas,5,50,Garland County,51,510,GARLAND COUNTY,15380,
G0500530,1980,Arkansas,5,50,Grant County,53,530,GRANT COUNTY,16489,
G0500550,1980,Arkansas,5,50,Greene County,55,550,GREENE COUNTY,13085,
G0500570,1980,Arkansas,5,50,Hempstead County,57,570,HEMPSTEAD COUNTY,14421,
G0500590,1980,Arkansas,5,50,Hot Spring County,59,590,HOT SPRING COUNTY,15033,
G0500610,1980,Arkansas,5,50,Howard County,61,610,HOWARD COUNTY,14664,
G0500630,1980,Arkansas,5,50,Independence County,63,630,INDEPENDENCE COUNTY,13780,
G0500650,1980,Arkansas,5,50,Izard County,65,650,IZARD COUNTY,11316,
G0500670,1980,Arkansas,5,50,Jackson County,67,670,JACKSON COUNTY,12741,
G0500690,1980,Arkansas,5,50,Jefferson County,69,690,JEFFERSON COUNTY,15833,
G0500710,1980,Arkansas,5,50,Johnson County,71,710,JOHNSON COUNTY,12360,
G0500730,1980,Arkansas,5,50,Lafayette County,73,730,LAFAYETTE COUNTY,11769,
G0500750,1980,Arkansas,5,50,Lawrence County,75,750,LAWRENCE COUNTY,11608,
G0500770,1980,Arkansas,5,50,Lee County,77,770,LEE COUNTY,8988,
G0500790,1980,Arkansas,5,50,Lincoln County,79,790,LINCOLN COUNTY,12356,
G0500810,1980,Arkansas,5,50,Little River County,81,810,LITTLE RIVER COUNTY,16301,
G0500830,1980,Arkansas,5,50,Logan County,83,830,LOGAN COUNTY,11737,
G0500850,1980,Arkansas,5,50,Lonoke County,85,850,LONOKE COUNTY,15704,
G0500870,1980,Arkansas,5,50,Madison County,87,870,MADISON COUNTY,11928,
G0500890,1980,Arkansas,5,50,Marion County,89,890,MARION COUNTY,11332,
G0500910,1980,Arkansas,5,50,Miller County,91,910,MILLER COUNTY,15282,
G0500930,1980,Arkansas,5,50,Mississippi County,93,930,MISSISSIPPI COUNTY,12518,
G0500950,1980,Arkansas,5,50,Monroe County,95,950,MONROE COUNTY,11416,
G0500970,1980,Arkansas,5,50,Montgomery County,97,970,MONTGOMERY COUNTY,11131,
G0500990,1980,Arkansas,5,50,Nevada County,99,990,NEVADA COUNTY,12484,
G0501010,1980,Arkansas,5,50,Newton County,101,1010,NEWTON COUNTY,9356,
G0501030,1980,Arkansas,5,50,Ouachita County,103,1030,OUACHITA COUNTY,13982,
G0501050,1980,Arkansas,5,50,Perry County,105,1050,PERRY COUNTY,13541,
G0501070,1980,Arkansas,5,50,Phillips County,107,1070,PHILLIPS COUNTY,10874,
G0501090,1980,Arkansas,5,50,Pike County,109,1090,PIKE COUNTY,13074,
G0501110,1980,Arkansas,5,50,Poinsett County,111,1110,POINSETT COUNTY,12951,
G0501130,1980,Arkansas,5,50,Polk County,113,1130,POLK COUNTY,12052,
G0501150,1980,Arkansas,5,50,Pope County,115,1150,POPE COUNTY,14964,
G0501170,1980,Arkansas,5,50,Prairie County,117,1170,PRAIRIE COUNTY,11882,
G0501190,1980,Arkansas,5,50,Pulaski County,119,1190,PULASKI COUNTY,18509,
G0501210,1980,Arkansas,5,50,Randolph County,121,1210,RANDOLPH COUNTY,12686,
G0501230,1980,Arkansas,5,50,St. Francis County,123,1230,ST. FRANCIS COUNTY,11814,
G0501250,1980,Arkansas,5,50,Saline County,125,1250,SALINE COUNTY,19526,
G0501270,1980,Arkansas,5,50,Scott County,127,1270,SCOTT COUNTY,10666,
G0501290,1980,Arkansas,5,50,Searcy County,129,1290,SEARCY COUNTY,9301,
G0501310,1980,Arkansas,5,50,Sebastian County,131,1310,SEBASTIAN COUNTY,16524,
G0501330,1980,Arkansas,5,50,Sevier County,133,1330,SEVIER COUNTY,14729,
G0501350,1980,Arkansas,5,50,Sharp County,135,1350,SHARP COUNTY,11292,
G0501370,1980,Arkansas,5,50,Stone County,137,1370,STONE COUNTY,9861,
G0501390,1980,Arkansas,5,50,Union County,139,1390,UNION COUNTY,15412,
G0501410,1980,Arkansas,5,50,Van Buren County,141,1410,VAN BUREN COUNTY,12194,
G0501430,1980,Arkansas,5,50,Washington County,143,1430,WASHINGTON COUNTY,15780,
G0501450,1980,Arkansas,5,50,White County,145,1450,WHITE COUNTY,13408,
G0501470,1980,Arkansas,5,50,Woodruff County,147,1470,WOODRUFF COUNTY,11060,
G0501490,1980,Arkansas,5,50,Yell County,149,1490,YELL COUNTY,12370,
G0600010,1980,California,6,60,Alameda County,1,10,ALAMEDA COUNTY,22863,
G0600030,1980,California,6,60,Alpine County,3,30,ALPINE COUNTY,17240,
G0600050,1980,California,6,60,Amador County,5,50,AMADOR COUNTY,18065,
G0600070,1980,California,6,60,Butte County,7,70,BUTTE COUNTY,16301,
G0600090,1980,California,6,60,Calaveras County,9,90,CALAVERAS COUNTY,17909,
G0600110,1980,California,6,60,Colusa County,11,110,COLUSA COUNTY,17842,
G0600130,1980,California,6,60,Contra Costa County,13,130,CONTRA COSTA COUNTY,26510,
G0600150,1980,California,6,60,Del Norte County,15,150,DEL NORTE COUNTY,15911,
G0600170,1980,California,6,60,El Dorado County,17,170,EL DORADO COUNTY,20173,
G0600190,1980,California,6,60,Fresno County,19,190,FRESNO COUNTY,18396,
G0600210,1980,California,6,60,Glenn County,21,210,GLENN COUNTY,16650,
G0600230,1980,California,6,60,Humboldt County,23,230,HUMBOLDT COUNTY,18479,
G0600250,1980,California,6,60,Imperial County,25,250,IMPERIAL COUNTY,16658,
G0600270,1980,California,6,60,Inyo County,27,270,INYO COUNTY,18366,
G0600290,1980,California,6,60,Kern County,29,290,KERN COUNTY,18780,
G0600310,1980,California,6,60,Kings County,31,310,KINGS COUNTY,16164,
G0600330,1980,California,6,60,Lake County,33,330,LAKE COUNTY,13522,
G0600350,1980,California,6,60,Lassen County,35,350,LASSEN COUNTY,17563,
G0600370,1980,California,6,60,Los Angeles County,37,370,LOS ANGELES COUNTY,21125,
G0600390,1980,California,6,60,Madera County,39,390,MADERA COUNTY,17327,
G0600410,1980,California,6,60,Marin County,41,410,MARIN COUNTY,29721,
G0600430,1980,California,6,60,Mariposa County,43,430,MARIPOSA COUNTY,15833,
G0600450,1980,California,6,60,Mendocino County,45,450,MENDOCINO COUNTY,17695,
G0600470,1980,California,6,60,Merced County,47,470,MERCED COUNTY,16513,
G0600490,1980,California,6,60,Modoc County,49,490,MODOC COUNTY,15617,
G0600510,1980,California,6,60,Mono County,51,510,MONO COUNTY,20215,
G0600530,1980,California,6,60,Monterey County,53,530,MONTEREY COUNTY,20001,
G0600550,1980,California,6,60,Napa County,55,550,NAPA COUNTY,22426,
G0600570,1980,California,6,60,Nevada County,57,570,NEVADA COUNTY,18842,
G0600590,1980,California,6,60,Orange County,59,590,ORANGE COUNTY,25918,
G0600610,1980,California,6,60,Placer County,61,610,PLACER COUNTY,21662,
G0600630,1980,California,6,60,Plumas County,63,630,PLUMAS COUNTY,17227,
G0600650,1980,California,6,60,Riverside County,65,650,RIVERSIDE COUNTY,18681,
G0600670,1980,California,6,60,Sacramento County,67,670,SACRAMENTO COUNTY,20949,
G0600690,1980,California,6,60,San Benito County,69,690,SAN BENITO COUNTY,18937,
G0600710,1980,California,6,60,San Bernardino County,71,710,SAN BERNARDINO COUNTY,20038,
G0600730,1980,California,6,60,San Diego County,73,730,SAN DIEGO COUNTY,20304,
G0600750,1980,California,6,60,San Francisco County,75,750,SAN FRANCISCO COUNTY,20911,
G0600770,1980,California,6,60,San Joaquin County,77,770,SAN JOAQUIN COUNTY,19116,
G0600790,1980,California,6,60,San Luis Obispo County,79,790,SAN LUIS OBISPO COUNTY,18198,
G0600810,1980,California,6,60,San Mateo County,81,810,SAN MATEO COUNTY,27279,
G0600830,1980,California,6,60,Santa Barbara County,83,830,SANTA BARBARA COUNTY,21630,
G0600850,1980,California,6,60,Santa Clara County,85,850,SANTA CLARA COUNTY,26659,
G0600870,1980,California,6,60,Santa Cruz County,87,870,SANTA CRUZ COUNTY,20730,
G0600890,1980,California,6,60,Shasta County,89,890,SHASTA COUNTY,17024,
G0600910,1980,California,6,60,Sierra County,91,910,SIERRA COUNTY,18221,
G0600930,1980,California,6,60,Siskiyou County,93,930,SISKIYOU COUNTY,16686,
G0600950,1980,California,6,60,Solano County,95,950,SOLANO COUNTY,21606,
G0600970,1980,California,6,60,Sonoma County,97,970,SONOMA COUNTY,21269,
G0600990,1980,California,6,60,Stanislaus County,99,990,STANISLAUS COUNTY,18652,
G0601010,1980,California,6,60,Sutter County,101,1010,SUTTER COUNTY,18545,
G0601030,1980,California,6,60,Tehama County,103,1030,TEHAMA COUNTY,15849,
G0601050,1980,California,6,60,Trinity County,105,1050,TRINITY COUNTY,16110,
G0601070,1980,California,6,60,Tulare County,107,1070,TULARE COUNTY,16166,
G0601090,1980,California,6,60,Tuolumne County,109,1090,TUOLUMNE COUNTY,16907,
G0601110,1980,California,6,60,Ventura County,111,1110,VENTURA COUNTY,23602,
G0601130,1980,California,6,60,Yolo County,113,1130,YOLO COUNTY,20495,
G0601150,1980,California,6,60,Yuba County,115,1150,YUBA COUNTY,13751,
G0800010,1980,Colorado,8,80,Adams County,1,10,ADAMS COUNTY,21353,
G0800030,1980,Colorado,8,80,Alamosa County,3,30,ALAMOSA COUNTY,14886,
G0800050,1980,Colorado,8,80,Arapahoe County,5,50,ARAPAHOE COUNTY,26945,
G0800070,1980,Colorado,8,80,Archuleta County,7,70,ARCHULETA COUNTY,14399,
G0800090,1980,Colorado,8,80,Baca County,9,90,BACA COUNTY,12446,
G0800110,1980,Colorado,8,80,Bent County,11,110,BENT COUNTY,14303,
G0800130,1980,Colorado,8,80,Boulder County,13,130,BOULDER COUNTY,23705,
G0800150,1980,Colorado,8,80,Chaffee County,15,150,CHAFFEE COUNTY,17550,
G0800170,1980,Colorado,8,80,Cheyenne County,17,170,CHEYENNE COUNTY,15044,
G0800190,1980,Colorado,8,80,Clear Creek County,19,190,CLEAR CREEK COUNTY,23181,
G0800210,1980,Colorado,8,80,Conejos County,21,210,CONEJOS COUNTY,10377,
G0800230,1980,Colorado,8,80,Costilla County,23,230,COSTILLA COUNTY,8803,
G0800250,1980,Colorado,8,80,Crowley County,25,250,CROWLEY COUNTY,11894,
G0800270,1980,Colorado,8,80,Custer County,27,270,CUSTER COUNTY,13723,
G0800290,1980,Colorado,8,80,Delta County,29,290,DELTA COUNTY,13708,
G0800310,1980,Colorado,8,80,Denver County,31,310,DENVER COUNTY,19527,
G0800330,1980,Colorado,8,80,Dolores County,33,330,DOLORES COUNTY,16194,
G0800350,1980,Colorado,8,80,Douglas County,35,350,DOUGLAS COUNTY,30154,
G0800370,1980,Colorado,8,80,Eagle County,37,370,EAGLE COUNTY,23523,
G0800390,1980,Colorado,8,80,Elbert County,39,390,ELBERT COUNTY,20169,
G0800410,1980,Colorado,8,80,El Paso County,41,410,EL PASO COUNTY,18729,
G0800430,1980,Colorado,8,80,Fremont County,43,430,FREMONT COUNTY,15936,
G0800450,1980,Colorado,8,80,Garfield County,45,450,GARFIELD COUNTY,21902,
G0800470,1980,Colorado,8,80,Gilpin County,47,470,GILPIN COUNTY,21849,
G0800490,1980,Colorado,8,80,Grand County,49,490,GRAND COUNTY,20920,
G0800510,1980,Colorado,8,80,Gunnison County,51,510,GUNNISON COUNTY,20060,
G0800530,1980,Colorado,8,80,Hinsdale County,53,530,HINSDALE COUNTY,15913,
G0800550,1980,Colorado,8,80,Huerfano County,55,550,HUERFANO COUNTY,13129,
G0800570,1980,Colorado,8,80,Jackson County,57,570,JACKSON COUNTY,17969,
G0800590,1980,Colorado,8,80,Jefferson County,59,590,JEFFERSON COUNTY,26617,
G0800610,1980,Colorado,8,80,Kiowa County,61,610,KIOWA COUNTY,14665,
G0800630,1980,Colorado,8,80,Kit Carson County,63,630,KIT CARSON COUNTY,15337,
G0800650,1980,Colorado,8,80,Lake County,65,650,LAKE COUNTY,23758,
G0800670,1980,Colorado,8,80,La Plata County,67,670,LA PLATA COUNTY,18052,
G0800690,1980,Colorado,8,80,Larimer County,69,690,LARIMER COUNTY,20861,
G0800710,1980,Colorado,8,80,Las Animas County,71,710,LAS ANIMAS COUNTY,14440,
G0800730,1980,Colorado,8,80,Lincoln County,73,730,LINCOLN COUNTY,16107,
G0800750,1980,Colorado,8,80,Logan County,75,750,LOGAN COUNTY,17665,
G0800770,1980,Colorado,8,80,Mesa County,77,770,MESA COUNTY,19514,
G0800790,1980,Colorado,8,80,Mineral County,79,790,MINERAL COUNTY,18289,
G0800810,1980,Colorado,8,80,Moffat County,81,810,MOFFAT COUNTY,23068,
G0800830,1980,Colorado,8,80,Montezuma County,83,830,MONTEZUMA COUNTY,16686,
G0800850,1980,Colorado,8,80,Montrose County,85,850,MONTROSE COUNTY,16724,
G0800870,1980,Colorado,8,80,Morgan County,87,870,MORGAN COUNTY,17309,
G0800890,1980,Colorado,8,80,Otero County,89,890,OTERO COUNTY,13993,
G0800910,1980,Colorado,8,80,Ouray County,91,910,OURAY COUNTY,16864,
G0800930,1980,Colorado,8,80,Park County,93,930,PARK COUNTY,19591,
G0800950,1980,Colorado,8,80,Phillips County,95,950,PHILLIPS COUNTY,15534,
G0800970,1980,Colorado,8,80,Pitkin County,97,970,PITKIN COUNTY,25469,
G0800990,1980,Colorado,8,80,Prowers County,99,990,PROWERS COUNTY,15642,
G0801010,1980,Colorado,8,80,Pueblo County,101,1010,PUEBLO COUNTY,18503,
G0801030,1980,Colorado,8,80,Rio Blanco County,103,1030,RIO BLANCO COUNTY,23081,
G0801050,1980,Colorado,8,80,Rio Grande County,105,1050,RIO GRANDE COUNTY,15046,
G0801070,1980,Colorado,8,80,Routt County,107,1070,ROUTT COUNTY,24809,
G0801090,1980,Colorado,8,80,Saguache County,109,1090,SAGUACHE COUNTY,11485,
G0801110,1980,Colorado,8,80,San Juan County,111,1110,SAN JUAN COUNTY,17679,
G0801130,1980,Colorado,8,80,San Miguel County,113,1130,SAN MIGUEL COUNTY,16540,
G0801150,1980,Colorado,8,80,Sedgwick County,115,1150,SEDGWICK COUNTY,15306,
G0801170,1980,Colorado,8,80,Summit County,117,1170,SUMMIT COUNTY,25667,
G0801190,1980,Colorado,8,80,Teller County,119,1190,TELLER COUNTY,18679,
G0801210,1980,Colorado,8,80,Washington County,121,1210,WASHINGTON COUNTY,15948,
G0801230,1980,Colorado,8,80,Weld County,123,1230,WELD COUNTY,18696,
G0801250,1980,Colorado,8,80,Yuma County,125,1250,YUMA COUNTY,14600,
G0900010,1980,Connecticut,9,90,Fairfield County,1,10,FAIRFIELD COUNTY,26598,
G0900030,1980,Connecticut,9,90,Hartford County,3,30,HARTFORD COUNTY,23320,
G0900050,1980,Connecticut,9,90,Litchfield County,5,50,LITCHFIELD COUNTY,22339,
G0900070,1980,Connecticut,9,90,Middlesex County,7,70,MIDDLESEX COUNTY,23090,
G0900090,1980,Connecticut,9,90,New Haven County,9,90,NEW HAVEN COUNTY,21668,
G0900110,1980,Connecticut,9,90,New London County,11,110,NEW LONDON COUNTY,20534,
G0900130,1980,Connecticut,9,90,Tolland County,13,130,TOLLAND COUNTY,24028,
G0900150,1980,Connecticut,9,90,Windham County,15,150,WINDHAM COUNTY,18896,
G1000010,1980,Delaware,10,100,Kent County,1,10,KENT COUNTY,17334,
G1000030,1980,Delaware,10,100,New Castle County,3,30,NEW CASTLE COUNTY,22704,
G1000050,1980,Delaware,10,100,Sussex County,5,50,SUSSEX COUNTY,16907,
G1100010,1980,District Of Columbia,11,110,District of Columbia,1,10,DISTRICT OF COLUMBIA,19099,
G1200010,1980,Florida,12,120,Alachua County,1,10,ALACHUA COUNTY,17072,
G1200030,1980,Florida,12,120,Baker County,3,30,BAKER COUNTY,16290,
G1200050,1980,Florida,12,120,Bay County,5,50,BAY COUNTY,15374,
G1200070,1980,Florida,12,120,Bradford County,7,70,BRADFORD COUNTY,14556,
G1200090,1980,Florida,12,120,Brevard County,9,90,BREVARD COUNTY,19388,
G1200110,1980,Florida,12,120,Broward County,11,110,BROWARD COUNTY,19592,
G1200130,1980,Florida,12,120,Calhoun County,13,130,CALHOUN COUNTY,12279,
G1200150,1980,Florida,12,120,Charlotte County,15,150,CHARLOTTE COUNTY,15174,
G1200170,1980,Florida,12,120,Citrus County,17,170,CITRUS COUNTY,12948,
G1200190,1980,Florida,12,120,Clay County,19,190,CLAY COUNTY,20269,
G1200210,1980,Florida,12,120,Collier County,21,210,COLLIER COUNTY,19174,
G1200230,1980,Florida,12,120,Columbia County,23,230,COLUMBIA COUNTY,15506,
G1200250,1980,Florida,12,120,Dade County,25,250,DADE COUNTY,18642,
G1200270,1980,Florida,12,120,DeSoto County,27,270,DE SOTO COUNTY,13183,
G1200290,1980,Florida,12,120,Dixie County,29,290,DIXIE COUNTY,10920,
G1200310,1980,Florida,12,120,Duval County,31,310,DUVAL COUNTY,17661,
G1200330,1980,Florida,12,120,Escambia County,33,330,ESCAMBIA COUNTY,16586,
G1200350,1980,Florida,12,120,Flagler County,35,350,FLAGLER COUNTY,16232,
G1200370,1980,Florida,12,120,Franklin County,37,370,FRANKLIN COUNTY,11018,
G1200390,1980,Florida,12,120,Gadsden County,39,390,GADSDEN COUNTY,12828,
G1200410,1980,Florida,12,120,Gilchrist County,41,410,GILCHRIST COUNTY,11999,
G1200430,1980,Florida,12,120,Glades County,43,430,GLADES COUNTY,11427,
G1200450,1980,Florida,12,120,Gulf County,45,450,GULF COUNTY,15252,
G1200470,1980,Florida,12,120,Hamilton County,47,470,HAMILTON COUNTY,12989,
G1200490,1980,Florida,12,120,Hardee County,49,490,HARDEE COUNTY,13661,
G1200510,1980,Florida,12,120,Hendry County,51,510,HENDRY COUNTY,16344,
G1200530,1980,Florida,12,120,Hernando County,53,530,HERNANDO COUNTY,13915,
G1200550,1980,Florida,12,120,Highlands County,55,550,HIGHLANDS COUNTY,13125,
G1200570,1980,Florida,12,120,Hillsborough County,57,570,HILLSBOROUGH COUNTY,17632,
G1200590,1980,Florida,12,120,Holmes County,59,590,HOLMES COUNTY,12051,
G1200610,1980,Florida,12,120,Indian River County,61,610,INDIAN RIVER COUNTY,17607,
G1200630,1980,Florida,12,120,Jackson County,63,630,JACKSON COUNTY,12795,
G1200650,1980,Florida,12,120,Jefferson County,65,650,JEFFERSON COUNTY,11761,
G1200670,1980,Florida,12,120,Lafayette County,67,670,LAFAYETTE COUNTY,12431,
G1200690,1980,Florida,12,120,Lake County,69,690,LAKE COUNTY,14392,
G1200710,1980,Florida,12,120,Lee County,71,710,LEE COUNTY,16757,
G1200730,1980,Florida,12,120,Leon County,73,730,LEON COUNTY,18916,
G1200750,1980,Florida,12,120,Levy County,75,750,LEVY COUNTY,12464,
G1200770,1980,Florida,12,120,Liberty County,77,770,LIBERTY COUNTY,13260,
G1200790,1980,Florida,12,120,Madison County,79,790,MADISON COUNTY,11895,
G1200810,1980,Florida,12,120,Manatee County,81,810,MANATEE COUNTY,16191,
G1200830,1980,Florida,12,120,Marion County,83,830,MARION COUNTY,13440,
G1200850,1980,Florida,12,120,Martin County,85,850,MARTIN COUNTY,18311,
G1200870,1980,Florida,12,120,Monroe County,87,870,MONROE COUNTY,16129,
G1200890,1980,Florida,12,120,Nassau County,89,890,NASSAU COUNTY,19473,
G1200910,1980,Florida,12,120,Okaloosa County,91,910,OKALOOSA COUNTY,16955,
G1200930,1980,Florida,12,120,Okeechobee County,93,930,OKEECHOBEE COUNTY,14012,
G1200950,1980,Florida,12,120,Orange County,95,950,ORANGE COUNTY,17705,
G1200970,1980,Florida,12,120,Osceola County,97,970,OSCEOLA COUNTY,15177,
G1200990,1980,Florida,12,120,Palm Beach County,99,990,PALM BEACH COUNTY,19817,
G1201010,1980,Florida,12,120,Pasco County,101,1010,PASCO COUNTY,13129,
