GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,AL1HE001,NAME_M,AL1HM001
"G5300570","2015-2019","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53057",,,"Skagit County, Washington",306000,"Skagit County, Washington",7322
"G5300590","2015-2019","WA",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53059",,,"Skamania County, Washington",296700,"Skamania County, Washington",14786
"G5300610","2015-2019","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53061",,,"Snohomish County, Washington",403000,"Snohomish County, Washington",3580
"G5300630","2015-2019","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53063",,,"Spokane County, Washington",224800,"Spokane County, Washington",1843
"G5300650","2015-2019","WA",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53065",,,"Stevens County, Washington",199200,"Stevens County, Washington",6605
"G5300670","2015-2019","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53067",,,"Thurston County, Washington",287900,"Thurston County, Washington",3595
"G5300690","2015-2019","WA",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53069",,,"Wahkiakum County, Washington",218800,"Wahkiakum County, Washington",15253
"G5300710","2015-2019","WA",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53071",,,"Walla Walla County, Washington",224800,"Walla Walla County, Washington",8665
"G5300730","2015-2019","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53073",,,"Whatcom County, Washington",345700,"Whatcom County, Washington",5347
"G5300750","2015-2019","WA",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53075",,,"Whitman County, Washington",217600,"Whitman County, Washington",6466
"G5300770","2015-2019","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US53077",,,"Yakima County, Washington",175900,"Yakima County, Washington",4227
"G5400010","2015-2019","WV",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54001",,,"Barbour County, West Virginia",110300,"Barbour County, West Virginia",9224
"G5400030","2015-2019","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54003",,,"Berkeley County, West Virginia",182200,"Berkeley County, West Virginia",5493
"G5400050","2015-2019","WV",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54005",,,"Boone County, West Virginia",71500,"Boone County, West Virginia",4867
"G5400070","2015-2019","WV",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54007",,,"Braxton County, West Virginia",86400,"Braxton County, West Virginia",3894
"G5400090","2015-2019","WV",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54009",,,"Brooke County, West Virginia",93200,"Brooke County, West Virginia",6090
"G5400110","2015-2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54011",,,"Cabell County, West Virginia",124500,"Cabell County, West Virginia",4749
"G5400130","2015-2019","WV",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54013",,,"Calhoun County, West Virginia",83500,"Calhoun County, West Virginia",11367
"G5400150","2015-2019","WV",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54015",,,"Clay County, West Virginia",80200,"Clay County, West Virginia",10317
"G5400170","2015-2019","WV",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54017",,,"Doddridge County, West Virginia",117300,"Doddridge County, West Virginia",13463
"G5400190","2015-2019","WV",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54019",,,"Fayette County, West Virginia",91300,"Fayette County, West Virginia",4597
"G5400210","2015-2019","WV",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54021",,,"Gilmer County, West Virginia",93300,"Gilmer County, West Virginia",8944
"G5400230","2015-2019","WV",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54023",,,"Grant County, West Virginia",140000,"Grant County, West Virginia",11572
"G5400250","2015-2019","WV",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54025",,,"Greenbrier County, West Virginia",124000,"Greenbrier County, West Virginia",8339
"G5400270","2015-2019","WV",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54027",,,"Hampshire County, West Virginia",153100,"Hampshire County, West Virginia",7709
"G5400290","2015-2019","WV",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54029",,,"Hancock County, West Virginia",93000,"Hancock County, West Virginia",3639
"G5400310","2015-2019","WV",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54031",,,"Hardy County, West Virginia",137700,"Hardy County, West Virginia",10709
"G5400330","2015-2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54033",,,"Harrison County, West Virginia",117900,"Harrison County, West Virginia",4980
"G5400350","2015-2019","WV",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54035",,,"Jackson County, West Virginia",130600,"Jackson County, West Virginia",10104
"G5400370","2015-2019","WV",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54037",,,"Jefferson County, West Virginia",252300,"Jefferson County, West Virginia",7313
"G5400390","2015-2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54039",,,"Kanawha County, West Virginia",112500,"Kanawha County, West Virginia",2627
"G5400410","2015-2019","WV",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54041",,,"Lewis County, West Virginia",104200,"Lewis County, West Virginia",7946
"G5400430","2015-2019","WV",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54043",,,"Lincoln County, West Virginia",84200,"Lincoln County, West Virginia",4583
"G5400450","2015-2019","WV",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54045",,,"Logan County, West Virginia",89100,"Logan County, West Virginia",5617
"G5400470","2015-2019","WV",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54047",,,"McDowell County, West Virginia",35000,"McDowell County, West Virginia",5584
"G5400490","2015-2019","WV",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54049",,,"Marion County, West Virginia",116800,"Marion County, West Virginia",4398
"G5400510","2015-2019","WV",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54051",,,"Marshall County, West Virginia",109300,"Marshall County, West Virginia",7261
"G5400530","2015-2019","WV",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54053",,,"Mason County, West Virginia",87600,"Mason County, West Virginia",6430
"G5400550","2015-2019","WV",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54055",,,"Mercer County, West Virginia",96700,"Mercer County, West Virginia",4797
"G5400570","2015-2019","WV",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54057",,,"Mineral County, West Virginia",148200,"Mineral County, West Virginia",10234
"G5400590","2015-2019","WV",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54059",,,"Mingo County, West Virginia",78100,"Mingo County, West Virginia",5423
"G5400610","2015-2019","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54061",,,"Monongalia County, West Virginia",204400,"Monongalia County, West Virginia",7004
"G5400630","2015-2019","WV",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54063",,,"Monroe County, West Virginia",107900,"Monroe County, West Virginia",8233
"G5400650","2015-2019","WV",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54065",,,"Morgan County, West Virginia",183200,"Morgan County, West Virginia",15342
"G5400670","2015-2019","WV",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54067",,,"Nicholas County, West Virginia",95100,"Nicholas County, West Virginia",6793
"G5400690","2015-2019","WV",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54069",,,"Ohio County, West Virginia",123900,"Ohio County, West Virginia",5365
"G5400710","2015-2019","WV",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54071",,,"Pendleton County, West Virginia",122800,"Pendleton County, West Virginia",10809
"G5400730","2015-2019","WV",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54073",,,"Pleasants County, West Virginia",106600,"Pleasants County, West Virginia",7270
"G5400750","2015-2019","WV",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54075",,,"Pocahontas County, West Virginia",121700,"Pocahontas County, West Virginia",12720
"G5400770","2015-2019","WV",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54077",,,"Preston County, West Virginia",115300,"Preston County, West Virginia",4776
"G5400790","2015-2019","WV",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54079",,,"Putnam County, West Virginia",167300,"Putnam County, West Virginia",5621
"G5400810","2015-2019","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54081",,,"Raleigh County, West Virginia",108700,"Raleigh County, West Virginia",5149
"G5400830","2015-2019","WV",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54083",,,"Randolph County, West Virginia",110300,"Randolph County, West Virginia",9150
"G5400850","2015-2019","WV",,,"West Virginia","54","Ritchie County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54085",,,"Ritchie County, West Virginia",96700,"Ritchie County, West Virginia",10700
"G5400870","2015-2019","WV",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54087",,,"Roane County, West Virginia",98900,"Roane County, West Virginia",8167
"G5400890","2015-2019","WV",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54089",,,"Summers County, West Virginia",92200,"Summers County, West Virginia",9763
"G5400910","2015-2019","WV",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54091",,,"Taylor County, West Virginia",107000,"Taylor County, West Virginia",13375
"G5400930","2015-2019","WV",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54093",,,"Tucker County, West Virginia",121600,"Tucker County, West Virginia",13983
"G5400950","2015-2019","WV",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54095",,,"Tyler County, West Virginia",96300,"Tyler County, West Virginia",7739
"G5400970","2015-2019","WV",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54097",,,"Upshur County, West Virginia",119000,"Upshur County, West Virginia",7814
"G5400990","2015-2019","WV",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54099",,,"Wayne County, West Virginia",99100,"Wayne County, West Virginia",6739
"G5401010","2015-2019","WV",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54101",,,"Webster County, West Virginia",69500,"Webster County, West Virginia",6644
"G5401030","2015-2019","WV",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54103",,,"Wetzel County, West Virginia",103600,"Wetzel County, West Virginia",7609
"G5401050","2015-2019","WV",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54105",,,"Wirt County, West Virginia",95800,"Wirt County, West Virginia",16818
"G5401070","2015-2019","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54107",,,"Wood County, West Virginia",124200,"Wood County, West Virginia",3673
"G5401090","2015-2019","WV",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54109",,,"Wyoming County, West Virginia",71500,"Wyoming County, West Virginia",4547
"G5500010","2015-2019","WI",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55001",,,"Adams County, Wisconsin",131100,"Adams County, Wisconsin",5103
"G5500030","2015-2019","WI",,,"Wisconsin","55","Ashland County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55003",,,"Ashland County, Wisconsin",113100,"Ashland County, Wisconsin",5846
"G5500050","2015-2019","WI",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55005",,,"Barron County, Wisconsin",153200,"Barron County, Wisconsin",3269
"G5500070","2015-2019","WI",,,"Wisconsin","55","Bayfield County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55007",,,"Bayfield County, Wisconsin",170200,"Bayfield County, Wisconsin",3198
"G5500090","2015-2019","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55009",,,"Brown County, Wisconsin",173900,"Brown County, Wisconsin",1649
"G5500110","2015-2019","WI",,,"Wisconsin","55","Buffalo County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55011",,,"Buffalo County, Wisconsin",159700,"Buffalo County, Wisconsin",4134
"G5500130","2015-2019","WI",,,"Wisconsin","55","Burnett County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55013",,,"Burnett County, Wisconsin",158800,"Burnett County, Wisconsin",3734
"G5500150","2015-2019","WI",,,"Wisconsin","55","Calumet County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55015",,,"Calumet County, Wisconsin",178900,"Calumet County, Wisconsin",3761
"G5500170","2015-2019","WI",,,"Wisconsin","55","Chippewa County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55017",,,"Chippewa County, Wisconsin",167400,"Chippewa County, Wisconsin",2518
"G5500190","2015-2019","WI",,,"Wisconsin","55","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55019",,,"Clark County, Wisconsin",127200,"Clark County, Wisconsin",2961
"G5500210","2015-2019","WI",,,"Wisconsin","55","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55021",,,"Columbia County, Wisconsin",192900,"Columbia County, Wisconsin",4166
"G5500230","2015-2019","WI",,,"Wisconsin","55","Crawford County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55023",,,"Crawford County, Wisconsin",134200,"Crawford County, Wisconsin",5335
"G5500250","2015-2019","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55025",,,"Dane County, Wisconsin",265600,"Dane County, Wisconsin",2234
"G5500270","2015-2019","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55027",,,"Dodge County, Wisconsin",162100,"Dodge County, Wisconsin",2324
"G5500290","2015-2019","WI",,,"Wisconsin","55","Door County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55029",,,"Door County, Wisconsin",214100,"Door County, Wisconsin",9821
"G5500310","2015-2019","WI",,,"Wisconsin","55","Douglas County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55031",,,"Douglas County, Wisconsin",145800,"Douglas County, Wisconsin",4019
"G5500330","2015-2019","WI",,,"Wisconsin","55","Dunn County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55033",,,"Dunn County, Wisconsin",165200,"Dunn County, Wisconsin",3182
"G5500350","2015-2019","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55035",,,"Eau Claire County, Wisconsin",169400,"Eau Claire County, Wisconsin",2860
"G5500370","2015-2019","WI",,,"Wisconsin","55","Florence County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55037",,,"Florence County, Wisconsin",129600,"Florence County, Wisconsin",14089
"G5500390","2015-2019","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55039",,,"Fond du Lac County, Wisconsin",157800,"Fond du Lac County, Wisconsin",2116
"G5500410","2015-2019","WI",,,"Wisconsin","55","Forest County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55041",,,"Forest County, Wisconsin",132300,"Forest County, Wisconsin",7668
"G5500430","2015-2019","WI",,,"Wisconsin","55","Grant County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55043",,,"Grant County, Wisconsin",147700,"Grant County, Wisconsin",3177
"G5500450","2015-2019","WI",,,"Wisconsin","55","Green County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55045",,,"Green County, Wisconsin",171400,"Green County, Wisconsin",4152
"G5500470","2015-2019","WI",,,"Wisconsin","55","Green Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55047",,,"Green Lake County, Wisconsin",146600,"Green Lake County, Wisconsin",4958
"G5500490","2015-2019","WI",,,"Wisconsin","55","Iowa County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55049",,,"Iowa County, Wisconsin",183200,"Iowa County, Wisconsin",6043
"G5500510","2015-2019","WI",,,"Wisconsin","55","Iron County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55051",,,"Iron County, Wisconsin",119000,"Iron County, Wisconsin",8040
"G5500530","2015-2019","WI",,,"Wisconsin","55","Jackson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55053",,,"Jackson County, Wisconsin",135900,"Jackson County, Wisconsin",4800
"G5500550","2015-2019","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55055",,,"Jefferson County, Wisconsin",190400,"Jefferson County, Wisconsin",3438
"G5500570","2015-2019","WI",,,"Wisconsin","55","Juneau County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55057",,,"Juneau County, Wisconsin",125800,"Juneau County, Wisconsin",3950
"G5500590","2015-2019","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55059",,,"Kenosha County, Wisconsin",177400,"Kenosha County, Wisconsin",3454
"G5500610","2015-2019","WI",,,"Wisconsin","55","Kewaunee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55061",,,"Kewaunee County, Wisconsin",164900,"Kewaunee County, Wisconsin",3680
"G5500630","2015-2019","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55063",,,"La Crosse County, Wisconsin",173300,"La Crosse County, Wisconsin",2223
"G5500650","2015-2019","WI",,,"Wisconsin","55","Lafayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55065",,,"Lafayette County, Wisconsin",140000,"Lafayette County, Wisconsin",3932
"G5500670","2015-2019","WI",,,"Wisconsin","55","Langlade County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55067",,,"Langlade County, Wisconsin",113900,"Langlade County, Wisconsin",6832
"G5500690","2015-2019","WI",,,"Wisconsin","55","Lincoln County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55069",,,"Lincoln County, Wisconsin",139700,"Lincoln County, Wisconsin",5058
"G5500710","2015-2019","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55071",,,"Manitowoc County, Wisconsin",130100,"Manitowoc County, Wisconsin",3259
"G5500730","2015-2019","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55073",,,"Marathon County, Wisconsin",156300,"Marathon County, Wisconsin",2158
"G5500750","2015-2019","WI",,,"Wisconsin","55","Marinette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55075",,,"Marinette County, Wisconsin",123800,"Marinette County, Wisconsin",4530
"G5500770","2015-2019","WI",,,"Wisconsin","55","Marquette County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55077",,,"Marquette County, Wisconsin",155300,"Marquette County, Wisconsin",3277
"G5500780","2015-2019","WI",,,"Wisconsin","55","Menominee County","078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55078",,,"Menominee County, Wisconsin",101800,"Menominee County, Wisconsin",19872
"G5500790","2015-2019","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55079",,,"Milwaukee County, Wisconsin",158300,"Milwaukee County, Wisconsin",1113
"G5500810","2015-2019","WI",,,"Wisconsin","55","Monroe County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55081",,,"Monroe County, Wisconsin",155000,"Monroe County, Wisconsin",3533
"G5500830","2015-2019","WI",,,"Wisconsin","55","Oconto County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55083",,,"Oconto County, Wisconsin",157000,"Oconto County, Wisconsin",3431
"G5500850","2015-2019","WI",,,"Wisconsin","55","Oneida County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55085",,,"Oneida County, Wisconsin",174100,"Oneida County, Wisconsin",3911
"G5500870","2015-2019","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55087",,,"Outagamie County, Wisconsin",169400,"Outagamie County, Wisconsin",1817
"G5500890","2015-2019","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55089",,,"Ozaukee County, Wisconsin",282500,"Ozaukee County, Wisconsin",5205
"G5500910","2015-2019","WI",,,"Wisconsin","55","Pepin County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55091",,,"Pepin County, Wisconsin",151600,"Pepin County, Wisconsin",4593
"G5500930","2015-2019","WI",,,"Wisconsin","55","Pierce County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55093",,,"Pierce County, Wisconsin",208700,"Pierce County, Wisconsin",5516
"G5500950","2015-2019","WI",,,"Wisconsin","55","Polk County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55095",,,"Polk County, Wisconsin",169700,"Polk County, Wisconsin",2407
"G5500970","2015-2019","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55097",,,"Portage County, Wisconsin",168100,"Portage County, Wisconsin",2733
"G5500990","2015-2019","WI",,,"Wisconsin","55","Price County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55099",,,"Price County, Wisconsin",122500,"Price County, Wisconsin",3789
"G5501010","2015-2019","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55101",,,"Racine County, Wisconsin",176000,"Racine County, Wisconsin",3251
"G5501030","2015-2019","WI",,,"Wisconsin","55","Richland County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55103",,,"Richland County, Wisconsin",139900,"Richland County, Wisconsin",6012
"G5501050","2015-2019","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55105",,,"Rock County, Wisconsin",146200,"Rock County, Wisconsin",2297
"G5501070","2015-2019","WI",,,"Wisconsin","55","Rusk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55107",,,"Rusk County, Wisconsin",113400,"Rusk County, Wisconsin",4124
"G5501090","2015-2019","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55109",,,"St. Croix County, Wisconsin",244500,"St. Croix County, Wisconsin",3858
"G5501110","2015-2019","WI",,,"Wisconsin","55","Sauk County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55111",,,"Sauk County, Wisconsin",182200,"Sauk County, Wisconsin",3993
"G5501130","2015-2019","WI",,,"Wisconsin","55","Sawyer County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55113",,,"Sawyer County, Wisconsin",168400,"Sawyer County, Wisconsin",4713
"G5501150","2015-2019","WI",,,"Wisconsin","55","Shawano County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55115",,,"Shawano County, Wisconsin",136700,"Shawano County, Wisconsin",3203
"G5501170","2015-2019","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55117",,,"Sheboygan County, Wisconsin",159700,"Sheboygan County, Wisconsin",2412
"G5501190","2015-2019","WI",,,"Wisconsin","55","Taylor County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55119",,,"Taylor County, Wisconsin",137800,"Taylor County, Wisconsin",4588
"G5501210","2015-2019","WI",,,"Wisconsin","55","Trempealeau County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55121",,,"Trempealeau County, Wisconsin",156000,"Trempealeau County, Wisconsin",2828
